sentence,image_1,image_2,label_image1,label_image2
Woman takes her dog.,"[-1.0307750701904297, -0.1014956459403038, -0.0181858129799366, -0.1319717913866043, 0.45280998945236206, -0.6530595421791077, 0.2938341796398163, 0.4414447546005249, 0.032102882862091064, -0.5929786562919617, 0.21110029518604279, 0.10598763078451157, 0.003818271681666374, -1.1528412103652954, 0.11105123162269592, -0.2237217277288437, 0.028990229591727257, 0.011154243722558022, 0.7867550253868103, 0.09866654872894287]","[-1.149440884590149, 0.057066909968853, 0.040992286056280136, 0.025280464440584183, 0.7281016111373901, -0.2676643133163452, 0.3153010904788971, 0.5109187960624695, -0.37732866406440735, 0.12326941639184952, 0.19732438027858734, -0.10571353882551193, -0.00693814642727375, -1.0181666612625122, 0.4268367290496826, -0.16541384160518646, 0.5030665993690491, 0.3401172459125519, 0.8207109570503235, 0.23194065690040588]",1,0
Man scrolls through phone on floor.,"[-0.7050967812538147, 0.14898160099983215, 0.15649878978729248, 0.18634988367557526, 0.554128110408783, -0.6426442861557007, 0.4814414978027344, 0.8116594552993774, -0.15226754546165466, -0.00045005232095718384, 0.2615583539009094, -0.25412553548812866, 0.35248255729675293, -1.0113354921340942, 0.15551234781742096, -0.629593551158905, 0.07335900515317917, 0.26188936829566956, 0.8762258291244507, 0.03934847563505173]","[-0.671114444732666, 0.1829024851322174, 0.3069624602794647, 0.1411868929862976, 0.22346507012844086, -0.41936224699020386, 0.3427986204624176, 0.5180546641349792, -0.1088113784790039, 0.03205444663763046, 0.31932973861694336, 0.1398012787103653, -0.13356366753578186, -1.2921959161758423, 0.1391811966896057, -0.25934311747550964, 0.24455974996089935, 0.13170821964740753, 0.7989874482154846, -0.49423250555992126]",0,1
Person jumps into water.,"[-0.7212041020393372, -0.13800719380378723, 0.6154962778091431, 0.571621298789978, 0.18569894134998322, -0.19395345449447632, 0.16047349572181702, 0.8766931891441345, 0.07795879244804382, -0.3514576554298401, 0.3132171630859375, -0.3487364947795868, 0.29887354373931885, -1.1326032876968384, 0.19814425706863403, -0.4706743061542511, 0.3458133339881897, 0.47843798995018005, 0.13479845225811005, -0.07337969541549683]","[-0.8941697478294373, -0.48225075006484985, 0.6625006198883057, 0.9860243797302246, 0.28196725249290466, -0.15895883738994598, -0.0009174011647701263, 0.8316004872322083, -0.0365564227104187, -0.1922203004360199, 0.13888943195343018, -0.22290636599063873, -0.0664626806974411, -1.2269026041030884, 0.12363874912261963, -0.3074171543121338, -0.07031676918268204, 0.2361404448747635, 0.5204296112060547, -0.340086430311203]",1,0
Girl takes ball.,"[-0.7023463845252991, 0.3071805536746979, 0.6137065291404724, 0.6936172246932983, 0.1070195659995079, -0.006300797685980797, 1.2965880632400513, 0.5415448546409607, 0.005577998235821724, -0.15985265374183655, 0.17142821848392487, -0.8681818246841431, -0.13203513622283936, -1.8997083902359009, 0.18255649507045746, -0.13871490955352783, 0.2784540057182312, 0.25734755396842957, 0.36806321144104004, -0.07040682435035706]","[-0.8343981504440308, -0.2155715823173523, 0.195395827293396, -0.11727312207221985, 0.47299879789352417, -0.12339911609888077, -0.03227340802550316, 0.5272691249847412, -0.0817313939332962, -0.19554847478866577, 0.40575850009918213, 0.0924556627869606, -0.03750717639923096, -0.7572600841522217, 0.2739514708518982, -0.2404637336730957, 0.35530853271484375, -0.044520631432533264, 0.2415425330400467, 0.1026386097073555]",1,0
Boy jumps on rocks.,"[-1.0663508176803589, -0.4782893657684326, 0.7510045170783997, 0.6588022708892822, 0.35312336683273315, -0.17645667493343353, -0.1384596973657608, 0.743029773235321, -0.24474844336509705, -0.20120996236801147, -0.2353988140821457, -0.09757951647043228, 0.1749952733516693, -0.2657666504383087, 0.12612228095531464, 0.2102804034948349, 0.13161584734916687, 0.34216639399528503, 0.31004202365875244, -0.06832155585289001]","[-0.6807913184165955, -0.03972887247800827, 0.5661989450454712, 0.7324224710464478, 0.30223846435546875, -0.29759207367897034, 0.2878962755203247, 0.9837725162506104, -0.15618033707141876, 0.3998910188674927, 0.09474067389965057, 0.07000652700662613, -0.3940640687942505, -0.8905958533287048, 0.25460681319236755, -0.2227495163679123, 0.18866759538650513, -0.10653965175151825, 0.36520692706108093, -0.6618551015853882]",0,1
Woman sits in grass.,"[-1.3272758722305298, 0.376311719417572, 0.30587175488471985, -0.043235328048467636, 0.1536426544189453, -0.3230621814727783, -0.25030970573425293, 0.9543794393539429, 0.12420730292797089, 0.02074611932039261, 0.3759697377681732, -0.08165335655212402, -0.09527277946472168, -0.932343065738678, 0.19083383679389954, -0.24255266785621643, -0.22223012149333954, 0.42490240931510925, 0.17067568004131317, -0.02315966971218586]","[-1.321064829826355, -0.31169599294662476, 0.48541197180747986, 0.3277272880077362, 0.7373954057693481, -0.6038164496421814, 0.769173264503479, 0.6509298086166382, -0.0005056392401456833, -0.3173726797103882, 0.36873263120651245, -0.15360035002231598, -0.6112423539161682, -1.0075725317001343, 0.43178215622901917, -0.3349122107028961, 0.6342483162879944, 0.14798615872859955, 0.5044528245925903, -0.5632774233818054]",0,1
Person sits against tree.,"[-1.0827492475509644, -0.3114233613014221, 0.5600395798683167, 0.03352091833949089, 0.46655672788619995, -0.2402462512254715, 0.4764846861362457, 0.9547572135925293, -0.21040230989456177, 0.1721706986427307, 0.4720345139503479, -0.06280609220266342, 0.07368361949920654, -0.458421915769577, 0.01215335913002491, -0.2090812474489212, 0.20689444243907928, 0.1125297099351883, 0.2347160279750824, -0.2804817259311676]","[-0.9644726514816284, 0.03990749269723892, 0.05197308585047722, 0.5126529335975647, 0.8102864623069763, -0.3188919723033905, 0.4799422025680542, 0.5585742592811584, -0.1602199375629425, -0.33800172805786133, 0.4236883819103241, -0.29038098454475403, -0.04084654152393341, -1.0502912998199463, 0.7828907370567322, -0.07869990170001984, 0.49360477924346924, 0.02452845685184002, 0.7600787878036499, -0.20657557249069214]",0,1
Man ran through snow.,"[-0.6543936133384705, -0.4738040566444397, 0.5106844305992126, 0.23955973982810974, 0.5348860025405884, 0.0368720218539238, 0.10433453321456909, 0.8624110817909241, -0.30079761147499084, 0.18780463933944702, 0.3592527508735657, -0.2910120487213135, 0.0016361046582460403, -0.6106023192405701, 0.4720728397369385, -0.11411270499229431, 0.5988901257514954, 0.16874629259109497, 0.22456692159175873, -0.21427249908447266]","[-0.9251618981361389, -0.4646599590778351, 0.715149462223053, 0.4346478581428528, 0.5207120180130005, -0.2894558310508728, 0.1969386637210846, 0.9694355130195618, -0.46910348534584045, -0.014163635671138763, 0.47545325756073, -0.49746569991111755, 0.21906420588493347, -0.8285172581672668, 0.3747534155845642, -0.08564114570617676, 0.7111976742744446, 0.3191857933998108, 0.07544703781604767, -0.28955623507499695]",0,1
Woman sits in grass.,"[-1.2052565813064575, 0.21618688106536865, 0.2608910799026489, 0.40298789739608765, -0.016914894804358482, -0.13243292272090912, -0.01197190210223198, 0.7584136724472046, 0.24162155389785767, 0.22185122966766357, 0.5498248934745789, -0.31649741530418396, -0.007584849372506142, -0.7036352753639221, 0.02443212829530239, -0.3009584844112396, 0.2623562812805176, -0.09908093512058258, 0.32543784379959106, 0.2664209306240082]","[-0.9497469067573547, -0.2146715223789215, 0.46785229444503784, 0.0488978736102581, 0.267913281917572, -0.14126813411712646, 0.9833383560180664, 0.8900447487831116, 0.3949524462223053, 0.12287234514951706, 0.05197769030928612, -0.2366388887166977, -0.2599392533302307, -0.6836192607879639, -0.03166288137435913, -0.3384726047515869, 0.2180352360010147, 0.12899775803089142, 0.4958426058292389, -0.07208475470542908]",0,1
Person poses holding people.,"[-0.9569264054298401, -0.275041401386261, 0.3564719557762146, 0.18730175495147705, 0.3679838180541992, 0.05549667030572891, 0.05761681869626045, 0.7994564175605774, -0.036017827689647675, 0.32815176248550415, 0.35173946619033813, -0.03015703149139881, -0.046960026025772095, -1.1378177404403687, 0.27527448534965515, 0.10473065078258514, -0.047921322286129, -0.2097151279449463, 0.20687104761600494, -0.13545478880405426]","[-1.1103943586349487, -0.2181990146636963, 0.14685456454753876, 0.49437981843948364, 0.2745438516139984, 0.11202850192785263, -0.009809952229261398, 0.78193598985672, 0.09187808632850647, 0.07396646589040756, 0.2225591093301773, 0.11170943826436996, 0.08255025744438171, -0.9130396842956543, 0.21523115038871765, -0.27579501271247864, 0.20574317872524261, 0.17679303884506226, 0.1601700335741043, -0.33042725920677185]",0,1
Person sits against wall.,"[-0.9082837104797363, 0.10848063975572586, -0.2735433280467987, 0.6115334033966064, 0.09194584935903549, -0.6561011672019958, 0.2212275117635727, 0.35574668645858765, 0.11576235294342041, -0.12205884605646133, 0.16603974997997284, -0.29428112506866455, 0.10820334404706955, -0.7478160262107849, 0.4002637267112732, -0.3761785626411438, -0.020419860258698463, 0.3751199543476105, 0.7260706424713135, -0.0037591326981782913]","[-1.2432825565338135, -0.20658394694328308, 0.42005640268325806, 0.503006637096405, 0.46153831481933594, -0.14917998015880585, 0.5842259526252747, 0.8350778818130493, 0.02974635548889637, 0.01824476569890976, 0.06995736062526703, -0.12496701627969742, -0.2773852050304413, -0.5715970396995544, 0.21863237023353577, -0.46890848875045776, 0.09606633335351944, 0.14651177823543549, 0.560564398765564, -0.19534465670585632]",0,1
Woman and dog sit next to lake.,"[-0.9280650019645691, -0.01113014668226242, 0.4689689576625824, 0.5720521211624146, 0.8204662203788757, 0.45749831199645996, 0.4969726502895355, 0.9983162879943848, 0.048873111605644226, -0.15451109409332275, 0.20446975529193878, -0.3666854202747345, -0.3006035089492798, -1.001194715499878, 0.04939848184585571, -0.6172418594360352, 0.39832445979118347, 0.22563648223876953, 0.4688680171966553, -0.47374066710472107]","[-0.5165609121322632, -0.49344974756240845, 0.4746129512786865, 0.4705095887184143, 0.8581071496009827, -0.2872256636619568, 0.5636215806007385, 0.8180291652679443, -0.14547193050384521, 0.09794611483812332, -0.02056838944554329, 0.2518256604671478, -0.1793297976255417, -1.031815767288208, 0.10298766195774078, -0.1956581026315689, 0.567091703414917, -0.08845721185207367, 0.5470564365386963, -0.479554682970047]",0,1
Couple walks on beach.,"[-0.5973913073539734, -0.1471375823020935, 0.15459565818309784, 0.2757369577884674, 0.5516623854637146, -0.004845937713980675, 0.16025234758853912, 0.6541770100593567, -0.09149147570133209, -0.1851622760295868, 0.36624038219451904, -0.20738567411899567, 0.14583753049373627, -0.9639038443565369, 0.2517969012260437, -0.3994769752025604, 0.38588064908981323, 0.27927735447883606, 0.35582435131073, -0.12262849509716034]","[-0.8543280363082886, -0.19530293345451355, 0.12047696113586426, 0.3965938687324524, 0.20446088910102844, -0.22287702560424805, 0.0489102341234684, 0.7873439788818359, 0.05017288029193878, -0.07240080833435059, 0.16764047741889954, -0.08425233513116837, 0.20260944962501526, -0.9179711937904358, 0.4348626732826233, -0.16974669694900513, 0.2018951028585434, 0.19491390883922577, 0.3288734555244446, -0.06152521073818207]",0,1
Person runs on street.,"[-0.7193897366523743, -0.13892564177513123, 0.4522128701210022, 0.5832836031913757, 0.6621944904327393, -0.7850294709205627, 0.4135679602622986, 0.4435241222381592, -0.10734675824642181, 0.19129100441932678, 0.07686487585306168, -0.17972420156002045, -0.13209059834480286, -0.5102308392524719, 0.3164077401161194, 0.054216429591178894, 0.4077712297439575, 0.4413345158100128, 0.5776637196540833, -0.0005277711898088455]","[-0.7184342741966248, 0.18631762266159058, 0.5662572979927063, 0.580345869064331, 0.6952099204063416, -0.5022278428077698, 0.2750295102596283, 0.6716498732566833, -0.33446651697158813, -0.18774396181106567, 0.27225759625434875, -0.16764602065086365, -0.3720312714576721, -0.7508320212364197, 0.2899325489997864, -0.25617024302482605, 0.5606595873832703, 0.4485219419002533, 0.6157560348510742, -0.1742844581604004]",1,0
Woman sits on shore.,"[-0.7919170260429382, -0.10027260333299637, 0.19150224328041077, 0.45689618587493896, 0.3850976824760437, 0.1236167773604393, -0.17157429456710815, 0.6576977372169495, -0.06710949540138245, -0.29360151290893555, 0.3774855136871338, -0.014982910826802254, 0.08378786593675613, -0.9695837497711182, 0.5721088647842407, -0.39723989367485046, 0.3155529797077179, 0.270919531583786, 0.5707778930664062, 0.03612054884433746]","[-0.8617416024208069, -0.18757864832878113, 0.21018610894680023, 0.2603875994682312, 0.570166289806366, 0.1742931753396988, -0.04505414888262749, 0.605907142162323, 0.025462353602051735, -0.03343509882688522, 0.11394147574901581, -0.049407534301280975, -0.16358715295791626, -1.1189848184585571, 0.42717403173446655, -0.3742779791355133, 0.3011181354522705, 0.30517104268074036, 0.43307337164878845, -0.10200588405132294]",0,1
Dog stands on floor.,"[-0.8073260188102722, -0.5738587975502014, 0.4044934809207916, 0.4100358188152313, 0.19397568702697754, 0.0632738396525383, 0.24840642511844635, 0.5083672404289246, 0.01422564871609211, -0.11217571049928665, 0.0668603852391243, 0.09582052379846573, 0.16189303994178772, -1.0895240306854248, 0.15842482447624207, -0.09840439260005951, 0.3155640661716461, 0.07676024734973907, 0.15109531581401825, -0.08118240535259247]","[-1.2172688245773315, -0.10501163452863693, 0.662092387676239, 0.4817191958427429, 0.5365016460418701, 0.41823211312294006, 0.09073935449123383, 0.5322399139404297, -0.07125473767518997, -0.13038691878318787, -0.1607791930437088, -0.6136504411697388, -0.052784837782382965, -0.9674516320228577, 0.09097430109977722, -0.039932191371917725, 0.31665632128715515, 0.22718361020088196, 0.10660024732351303, 0.021400464698672295]",1,0
Mother sits on beach.,"[-0.6922687292098999, -0.24846923351287842, 0.4659282863140106, 0.5650185942649841, 0.5909542441368103, 0.11728151887655258, 0.2641296088695526, 0.9271912574768066, 0.07976590096950531, -0.3553581237792969, 0.2674904465675354, -0.04856134206056595, -0.17046864330768585, -1.0464037656784058, 0.5245705842971802, -0.3865721821784973, 0.2812185287475586, 0.48394256830215454, 0.37953683733940125, -0.1608538031578064]","[-0.938842236995697, -0.25128716230392456, 0.2840800881385803, 0.2536163330078125, 0.5468072295188904, 0.07866440713405609, 0.26773038506507874, 0.6416909098625183, -0.05068189650774002, -0.20547762513160706, 0.34126418828964233, -0.11678271740674973, -0.18432757258415222, -1.0335363149642944, 0.38130587339401245, -0.14806489646434784, 0.4813874363899231, 0.26861652731895447, 0.3451465964317322, 0.0631990134716034]",0,1
Mother carries child.,"[-0.8670457005500793, 0.12070467323064804, -0.14898747205734253, 0.03226808086037636, 0.4287353754043579, -0.33493033051490784, 0.3275812566280365, 0.6239190697669983, -0.1451158970594406, -0.33045974373817444, 0.07063959538936615, 0.2637023627758026, -0.03886866569519043, -0.8470407128334045, 0.42429426312446594, -0.07441291213035583, 0.510572075843811, 0.1469726711511612, 0.7491195797920227, -0.35199931263923645]","[-1.0250754356384277, 0.2052726447582245, 0.2386985421180725, 0.10463505983352661, 0.6379917860031128, -0.06068980693817139, 0.09162966907024384, 0.7945354580879211, -0.08976736664772034, 0.08045143634080887, 0.2779468297958374, -0.18471911549568176, -0.03298887610435486, -1.2114157676696777, 0.32098016142845154, -0.20188145339488983, 0.5598503351211548, 0.2922040522098541, 0.33190810680389404, -0.114442378282547]",0,1
Person walks with child in field.,"[-1.1601799726486206, -0.3079679012298584, 0.3243420124053955, 0.483193963766098, 0.2170482724905014, -0.3304942846298218, 0.6292006373405457, 1.0479098558425903, -0.17061787843704224, -0.350515216588974, 0.5777931809425354, -0.36108124256134033, -0.11182858049869537, -0.7692754864692688, 0.10022266209125519, -0.27350273728370667, 0.27055904269218445, 0.39935871958732605, 0.11570870131254196, -0.14941030740737915]","[-1.3773874044418335, -0.4477781057357788, 0.7714813947677612, 0.4150000512599945, 0.6007428169250488, -0.2104284018278122, -0.16932789981365204, 1.1658657789230347, 0.2048730105161667, -0.10075340420007706, 0.39900022745132446, 0.2909606397151947, -0.337749183177948, -1.0568963289260864, 0.4993191361427307, -0.09207456558942795, 0.514329731464386, 0.2717163860797882, 0.13110092282295227, -0.4498594403266907]",0,1
Mother runs down beach.,"[-0.8934208154678345, -0.055619560182094574, 0.28149035573005676, 0.25215578079223633, 0.7764042615890503, -0.040376320481300354, -0.04591270908713341, 0.6822090148925781, -0.2294626235961914, -0.23023837804794312, 0.19693219661712646, 0.2002096027135849, -0.15350914001464844, -1.0875499248504639, 0.2588058114051819, -0.09221120178699493, 0.6137648820877075, 0.3504420518875122, 0.5207487940788269, 0.10024206340312958]","[-0.8068104386329651, -0.4250686764717102, 0.6579926609992981, 0.47235628962516785, 0.3489602208137512, -0.3772788345813751, 0.16821730136871338, 0.4992101192474365, -0.031083589419722557, -0.33322232961654663, 0.22529961168766022, 0.13603109121322632, 0.03453025221824646, -0.7619829773902893, 0.08463643491268158, -0.27805349230766296, 0.10067976266145706, 0.20278024673461914, 0.627406120300293, -0.14922475814819336]",0,1
Person runs as a player in competitive sport.,"[-0.7757251262664795, -0.33048832416534424, 0.37673085927963257, 0.3595202565193176, 0.3755991458892822, 0.0909651666879654, -0.034983765333890915, 0.8919501900672913, 0.3325977623462677, 0.0643821433186531, 0.059431273490190506, -0.35059669613838196, 0.16751277446746826, -1.1746652126312256, 0.25522682070732117, 0.004841463640332222, 0.01134728454053402, 0.7166334390640259, 0.06723126769065857, 0.06739729642868042]","[-0.6386510133743286, -0.06276387721300125, 0.7904513478279114, 0.3251436948776245, 0.19968391954898834, 0.18343263864517212, 0.37565526366233826, 0.497620165348053, -0.058603979647159576, -0.23857292532920837, -0.07671348750591278, -0.4935968220233917, -0.39793866872787476, -1.27908194065094, 0.33717215061187744, -0.010125016793608665, 0.5866434574127197, 0.45155712962150574, 0.05843016505241394, -0.22308701276779175]",0,1
Man stands behind wall,"[-1.2511498928070068, -0.1892867088317871, 0.4294305443763733, 0.5027755498886108, 0.4076586961746216, -0.0798954889178276, 0.5211843252182007, 0.8325590491294861, 0.060249969363212585, 0.04516056925058365, 0.10740478336811066, -0.13664944469928741, -0.3115524351596832, -0.577222466468811, 0.21112282574176788, -0.469453901052475, -0.03436816483736038, 0.13517232239246368, 0.49698254466056824, -0.239935964345932]","[-1.2271995544433594, -0.14927878975868225, 0.2312195897102356, 0.6200244426727295, 0.520587682723999, -0.08550190925598145, 0.683494508266449, 0.6505094766616821, -0.03873661160469055, 0.254725843667984, 0.16433845460414886, -0.25883814692497253, -0.04777876287698746, -0.6668574213981628, 0.3039351999759674, -0.3455791175365448, -0.2482086569070816, 0.174983412027359, 0.5742653012275696, 0.02623736672103405]",0,1
Woman sits by lake.,"[-1.2944090366363525, -0.2643468379974365, 0.008860599249601364, 0.8220567107200623, 0.5298647284507751, 0.24542900919914246, 0.18024806678295135, 0.9035708904266357, -0.16200684010982513, -0.20375528931617737, 0.20245425403118134, -0.37246498465538025, 0.05383243411779404, -1.2628096342086792, 0.4833042621612549, 0.10883553326129913, 0.44055378437042236, 0.41708359122276306, 0.9147849082946777, -0.12394320964813232]","[-0.9976795315742493, -0.1421968638896942, 0.25687098503112793, 0.6322709321975708, 0.2495955377817154, 0.18416862189769745, 0.4396422207355499, 0.30857694149017334, -0.12332341074943542, 0.16807201504707336, 0.39279499650001526, 0.0881490632891655, 0.03750781714916229, -0.5957582592964172, 0.18430444598197937, -0.2512243092060089, 0.2519647479057312, 0.41163909435272217, 0.3346852660179138, -0.0019682515412569046]",1,0
Mother sits on beach.,"[-0.938842236995697, -0.25128716230392456, 0.2840800881385803, 0.2536163330078125, 0.5468072295188904, 0.07866440713405609, 0.26773038506507874, 0.6416909098625183, -0.05068189650774002, -0.20547762513160706, 0.34126418828964233, -0.11678271740674973, -0.18432757258415222, -1.0335363149642944, 0.38130587339401245, -0.14806489646434784, 0.4813874363899231, 0.26861652731895447, 0.3451465964317322, 0.0631990134716034]","[-0.9721277952194214, -0.5679645538330078, 0.28806018829345703, 0.6066731810569763, 0.916048526763916, -0.062340930104255676, 0.2576848864555359, 0.8610915541648865, -0.28731632232666016, 0.07881037145853043, -0.05553111061453819, -0.41744333505630493, 0.02904045395553112, -1.1518558263778687, 0.12665270268917084, -0.36128976941108704, 0.38262373208999634, 0.23018652200698853, 0.7512696385383606, -0.243513286113739]",1,0
Person stands along wall,"[-0.6779386401176453, 0.21378442645072937, 0.22912290692329407, 0.38711005449295044, 0.5354587435722351, 0.059464141726493835, 0.545579195022583, 0.5472641587257385, -0.045703157782554626, 0.32809537649154663, 0.008927959017455578, -0.23850472271442413, 0.11168734729290009, -0.8040143847465515, 0.585334062576294, -0.43660929799079895, 0.31828758120536804, 0.20634394884109497, 0.1661071628332138, -0.6015620827674866]","[-0.9082837104797363, 0.10848063975572586, -0.2735433280467987, 0.6115334033966064, 0.09194584935903549, -0.6561011672019958, 0.2212275117635727, 0.35574668645858765, 0.11576235294342041, -0.12205884605646133, 0.16603974997997284, -0.29428112506866455, 0.10820334404706955, -0.7478160262107849, 0.4002637267112732, -0.3761785626411438, -0.020419860258698463, 0.3751199543476105, 0.7260706424713135, -0.0037591326981782913]",0,1
Person matches speed of another.,"[-1.0268462896347046, 0.018741630017757416, 0.2903498709201813, 0.5595558881759644, 0.33660510182380676, -0.341163694858551, 0.08050622045993805, 0.8668224215507507, -0.047366514801979065, -0.11356734484434128, 0.23858831822872162, -0.11075115948915482, -0.25751858949661255, -0.655251145362854, 0.48246055841445923, -0.11829483509063721, 0.17950965464115143, 0.13236944377422333, 0.4662834405899048, -0.300435334444046]","[-1.255679726600647, -0.4986635446548462, 0.3498494327068329, 0.5009946227073669, 0.9439043998718262, 0.4106616675853729, -0.0006090067327022552, 1.3825629949569702, -0.25323864817619324, -0.10620693117380142, 0.7945708632469177, -0.08262031525373459, 0.39515697956085205, -0.9728694558143616, 0.6086955070495605, 0.3390131890773773, 0.36543357372283936, 0.6071969866752625, 0.5268580913543701, -0.2550269663333893]",0,1
Players celebrate after  game.,"[-1.1889898777008057, -0.19989123940467834, 0.22605863213539124, 0.383434921503067, 0.724772572517395, -0.051607951521873474, 0.4530251920223236, 0.472614049911499, 0.08259792625904083, 0.006819091737270355, -0.13393466174602509, -0.12379307299852371, -0.4527207911014557, -1.3373287916183472, 0.09492458403110504, 0.14641372859477997, 0.40957075357437134, 0.43064501881599426, 0.16147390007972717, -0.08812150359153748]","[-0.7104917168617249, -0.34292638301849365, 0.33442258834838867, 0.024807922542095184, 0.39544469118118286, 0.5315473675727844, -0.13650625944137573, 0.7541778087615967, 0.03731599450111389, -0.08318967372179031, 0.33060508966445923, -0.032197386026382446, -0.06327685713768005, -1.53412663936615, 0.45460906624794006, 0.15621650218963623, 0.3821161985397339, 0.5008220076560974, 0.1852436065673828, 0.0017112325876951218]",0,1
Boat sits on beach.,"[-0.8557130694389343, -0.17114779353141785, 0.14700691401958466, 0.6693940162658691, 0.9651525020599365, 0.23765987157821655, 0.18932543694972992, 1.043529748916626, 0.08882196992635727, -0.17192158102989197, 0.3534151613712311, -0.24856017529964447, 0.08329261094331741, -1.016403317451477, 0.44219133257865906, -0.4336332082748413, 0.39291149377822876, 0.5697795152664185, 0.17155231535434723, -0.5358189344406128]","[-0.7509768009185791, 0.271179735660553, 0.49738049507141113, 0.9418857097625732, 0.6986750364303589, 0.15063902735710144, 0.4653920531272888, 0.8276708722114563, 0.05036017298698425, 0.0163215771317482, 0.3477786183357239, -0.242176815867424, 0.12428818643093109, -1.125083088874817, 0.31716805696487427, -0.0654987171292305, 0.5314977169036865, 0.2668951153755188, 0.5578718781471252, -0.21717818081378937]",0,1
Players jumps for ball.,"[-0.9273876547813416, -0.39539504051208496, 0.9023839831352234, 0.03726166859269142, 0.18423673510551453, -0.1510324776172638, 0.325637549161911, 0.7811374664306641, -0.3771626055240631, -0.13990896940231323, 0.014283346943557262, -0.4612544775009155, -0.009936405345797539, -1.1882405281066895, 0.0776369720697403, -0.05179402232170105, 0.33447253704071045, 0.05395602434873581, 0.5913311839103699, -0.4257291257381439]","[-0.6004499197006226, -0.2190447747707367, 0.45083051919937134, 0.16041095554828644, 0.5334717035293579, 0.27148526906967163, 0.2066435068845749, 0.9026790857315063, 0.3748507499694824, 0.029580391943454742, 0.2595524787902832, -0.10259325802326202, 0.17719238996505737, -1.3076224327087402, 0.1853010356426239, -0.25577688217163086, 0.2961936295032501, 0.1187969446182251, 0.22392931580543518, -0.28437572717666626]",0,1
Child learns to walk by holding mothers hand.,"[-0.8584179878234863, 0.16585376858711243, 0.38045141100883484, -0.09679350256919861, 0.5402751564979553, 0.18898171186447144, 0.48052164912223816, 0.6555827260017395, -0.10348153114318848, -0.05869615823030472, 0.44117701053619385, -0.16999025642871857, 0.06616248935461044, -0.8870741724967957, 0.08465715497732162, -0.02241635136306286, 0.5188193917274475, 0.08177410066127777, 0.2156120240688324, -0.18963420391082764]","[-0.613851010799408, 0.031393956393003464, 0.20943473279476166, -0.06801684200763702, 0.2418574094772339, 0.1762557327747345, -0.1504429429769516, 0.4556618928909302, 0.03613867610692978, -0.07946068048477173, -0.11262203752994537, 0.09242797642946243, 0.06786860525608063, -0.6545677781105042, 0.26414114236831665, -0.20023755729198456, 0.16247092187404633, -0.04224897921085358, 0.4994261860847473, -0.1409028172492981]",0,1
Person poses holding people.,"[-0.9569264054298401, -0.275041401386261, 0.3564719557762146, 0.18730175495147705, 0.3679838180541992, 0.05549667030572891, 0.05761681869626045, 0.7994564175605774, -0.036017827689647675, 0.32815176248550415, 0.35173946619033813, -0.03015703149139881, -0.046960026025772095, -1.1378177404403687, 0.27527448534965515, 0.10473065078258514, -0.047921322286129, -0.2097151279449463, 0.20687104761600494, -0.13545478880405426]","[-0.9214953780174255, -0.13458281755447388, 0.22209733724594116, 0.5747236013412476, 0.6275721788406372, -0.008961295709013939, 0.41993090510368347, 0.5281685590744019, 0.034456513822078705, -0.14019235968589783, 0.28905659914016724, -0.3563060462474823, 0.07694688439369202, -1.1397427320480347, 0.1275426596403122, -0.35295072197914124, 0.288588285446167, 0.25762638449668884, 0.35711920261383057, -0.32885316014289856]",0,1
Person walks along shallow water.,"[-0.6035136580467224, -0.4966822862625122, 0.45138120651245117, 0.5633396506309509, 0.7427433729171753, -0.08632010966539383, 0.610345721244812, 0.5741176009178162, -0.21744443476200104, -0.18895184993743896, 0.37380218505859375, -0.208604633808136, -0.20336881279945374, -0.9828199148178101, 0.24356047809123993, -0.36090365052223206, 0.3811108469963074, 0.2800343632698059, 0.2810780107975006, -0.5013086795806885]","[-0.7212041020393372, -0.13800719380378723, 0.6154962778091431, 0.571621298789978, 0.18569894134998322, -0.19395345449447632, 0.16047349572181702, 0.8766931891441345, 0.07795879244804382, -0.3514576554298401, 0.3132171630859375, -0.3487364947795868, 0.29887354373931885, -1.1326032876968384, 0.19814425706863403, -0.4706743061542511, 0.3458133339881897, 0.47843798995018005, 0.13479845225811005, -0.07337969541549683]",0,1
Person walks through water.,"[-0.7394532561302185, -0.41075530648231506, 0.2557850480079651, 0.8116867542266846, 0.5082549452781677, -0.08637028187513351, 0.23435966670513153, 0.7581828236579895, -0.08507129549980164, -0.3682158589363098, -0.1171693503856659, 0.005876919254660606, 0.015286961570382118, -1.1264723539352417, 0.5231583714485168, -0.038022443652153015, 0.4569425582885742, 0.5097936987876892, 0.6290110349655151, 0.06526201963424683]","[-0.5331951975822449, -0.4308774471282959, 0.27663516998291016, 0.5139460563659668, 0.701361894607544, 0.46326708793640137, 0.3845352232456207, 1.0985826253890991, -0.1349516361951828, -0.1130249872803688, 0.25551700592041016, 0.132274329662323, -0.11188129335641861, -1.2507096529006958, 0.1702677309513092, 0.03775143623352051, 0.7427140474319458, -0.0565960630774498, 0.3816162049770355, -0.054683759808540344]",0,1
