sentence,image_1,image_2,label_image1,label_image2
The kid will run on the street.,"[0.32384923100471497, -0.029638493433594704, -0.3035552203655243, 0.19107049703598022, 0.13246098160743713, 0.048168815672397614, -0.11713934689760208, -0.2076192945241928, -0.397599995136261, -0.4674757719039917, 0.028329357504844666, 0.20948195457458496, -0.24885334074497223, 0.1280217170715332, -0.10056380182504654, 0.2513750195503235]","[0.4893699288368225, -0.20078852772712708, -0.08058016002178192, 0.2352856993675232, -0.261856347322464, -0.8004651069641113, 0.20265518128871918, 0.14136438071727753, -0.12015385925769806, -0.47402265667915344, -0.49112606048583984, 0.31598299741744995, -0.0173539649695158, 0.09608737379312515, -0.5080823302268982, 0.2925128638744354]",0,1
A kid walks along the coast of a beach.,"[0.6401550769805908, -0.25560206174850464, 0.1711588203907013, 0.13845907151699066, 0.11876195669174194, -0.4022279977798462, -0.14090359210968018, -0.0886419489979744, -0.1507406383752823, -0.20571745932102203, -0.4064447283744812, -0.012193888425827026, 0.17966055870056152, 0.20027373731136322, -0.344573974609375, -0.1747322678565979]","[0.43304696679115295, 0.04875358194112778, -0.12883339822292328, 0.30480989813804626, -0.15357625484466553, -0.4908372759819031, 0.33946090936660767, -0.03957454115152359, -0.2617770731449127, -0.6618801951408386, 0.04708535969257355, 0.1731652468442917, -0.22420993447303772, 0.29529237747192383, -0.3009670078754425, 0.29427671432495117]",0,1
Girl is standing in the grass.,"[0.21113702654838562, -0.41490134596824646, -0.3585004210472107, -0.05953028053045273, -0.45427048206329346, 0.046650879085063934, 0.03858833760023117, 0.01191878505051136, -0.08843573927879333, -0.5350441932678223, -0.34665751457214355, 0.053033094853162766, -0.19324655830860138, 0.19029738008975983, -0.33023667335510254, 0.2839711904525757]","[0.35946327447891235, -0.3256910443305969, -0.3013935685157776, -0.07019065320491791, -0.10659399628639221, -0.418361097574234, -0.048380978405475616, -0.11839424073696136, 0.09892972558736801, -0.3470400273799896, 0.03316481411457062, 0.12228606641292572, 0.0871242806315422, -0.1395631730556488, -0.26690617203712463, 0.07735583931207657]",0,1
A girl standing in grass.,"[0.3165876865386963, -0.2666814923286438, -0.07582670450210571, -0.11451458185911179, -0.6348587870597839, -0.15010273456573486, -0.01798965595662594, -0.023043571040034294, -0.029642900452017784, -0.05285443365573883, 0.13497748970985413, 0.17617611587047577, -0.11043278872966766, -0.05603620409965515, -0.47465160489082336, 0.13985437154769897]","[0.41752907633781433, 0.14130407571792603, -0.14136485755443573, -0.1445324718952179, -0.21134698390960693, -0.5874613523483276, 0.1130182221531868, 0.04204675555229187, 0.24757958948612213, -0.45986127853393555, 0.15414895117282867, -0.12724001705646515, 0.3640136122703552, -0.1422192007303238, -0.4453825354576111, -0.03630797564983368]",0,1
A girl sits in the grass.,"[0.41445598006248474, -0.42555326223373413, -0.17639708518981934, 0.03713035583496094, -0.3271024227142334, -0.09758847951889038, 0.45071157813072205, 0.07708148658275604, 0.09029590338468552, -0.5710280537605286, -0.34108537435531616, -0.3118624687194824, -0.06042665243148804, 0.27982524037361145, -0.9687778949737549, 0.17378181219100952]","[0.27419838309288025, -0.17695969343185425, -0.05539241433143616, 0.005532136186957359, -0.4729955196380615, 0.010544425807893276, 0.058042071759700775, -0.16339831054210663, -0.1852288693189621, -0.5008895397186279, -0.5620161294937134, 0.05441570654511452, -0.018587825819849968, 0.5282158851623535, -0.4133532643318176, 0.0547226220369339]",0,1
A woman lies in the grass.,"[0.8728161454200745, -0.26019006967544556, -0.12200890481472015, -0.29150068759918213, -0.2500181496143341, -0.289245069026947, 0.11882435530424118, -0.24610011279582977, 0.28371095657348633, -0.35025158524513245, -0.047284722328186035, 0.09433124959468842, 0.12455999106168747, 0.3100419044494629, -0.0718458965420723, -0.27628380060195923]","[0.6458085775375366, -0.2591589689254761, 0.04767494276165962, 0.1857893317937851, 0.28363460302352905, 0.022321049124002457, 0.2615348994731903, -0.21122826635837555, -0.3306869566440582, -0.4276493489742279, -0.00459994375705719, -0.21119995415210724, -0.2689459025859833, 0.6342849731445312, 0.15225474536418915, 0.3388449549674988]",0,1
the man sits on the grass for lunch.,"[0.7770699262619019, -0.3295266926288605, -0.40949296951293945, -0.08935164660215378, -0.412472665309906, -0.2546713948249817, 0.3933313190937042, -0.17278186976909637, -0.044005900621414185, -0.5273507237434387, 0.06095235049724579, -0.06728823482990265, -0.0651002824306488, 0.2615659534931183, -0.858098566532135, 0.18637289106845856]","[0.4273408055305481, 0.074434794485569, -0.40875738859176636, -0.10232061892747879, 0.0285705104470253, -0.2146245390176773, 0.16469937562942505, 0.04505687952041626, -0.07801304757595062, -0.3878743350505829, -0.24782057106494904, 0.055150460451841354, -0.041100941598415375, 0.11721327900886536, -0.17629139125347137, -0.14070267975330353]",0,1
The man sits on the grass.,"[0.5707997679710388, -0.032134972512722015, -0.41577523946762085, -0.17851115763187408, -0.41357046365737915, 0.05359786003828049, 0.1433984637260437, 0.10080580413341522, -0.11436852067708969, -0.2817031443119049, -0.027907773852348328, -0.160520538687706, -0.3320513367652893, 0.12455406785011292, -0.18555597960948944, 0.06423141062259674]","[0.3883969485759735, -0.371804803609848, -0.07031083106994629, 0.36493679881095886, 0.0927618220448494, -0.15251515805721283, 0.08592476695775986, -0.12288704514503479, -0.14088355004787445, -0.38211768865585327, -0.16245363652706146, -0.03964855149388313, -0.08790722489356995, 0.45635277032852173, 0.06411440670490265, -0.00570434145629406]",0,1
The player celebrates on the field with another player.,"[0.6774165034294128, -0.257814884185791, 0.117153599858284, -0.15810370445251465, -0.010205119848251343, -0.25748005509376526, 0.24992141127586365, -0.035636886954307556, -0.4970459043979645, -0.554399847984314, 0.25478172302246094, 0.4348446726799011, -0.07203704118728638, -0.004346961155533791, -0.5193646550178528, 0.05205683410167694]","[0.9642611742019653, -0.07558287680149078, -0.17102743685245514, -0.11714344471693039, -0.22627097368240356, -0.13715848326683044, 0.30513861775398254, 0.1266702264547348, -0.05471383035182953, -0.11440248042345047, 0.15094123780727386, 0.33502301573753357, -0.32272985577583313, 0.6751052141189575, -1.2142561674118042, 0.35840171575546265]",0,1
A person swims in the sea.,"[0.674300491809845, -0.1737549602985382, 0.13310378789901733, -0.03094031848013401, -0.028142154216766357, -0.3296106457710266, 0.5357816815376282, -0.12177823483943939, 0.033200085163116455, -0.39048370718955994, -0.5689970254898071, 0.21219304203987122, 0.03974278271198273, 0.536897599697113, -0.6533501744270325, 0.2318878024816513]","[0.6660473346710205, -0.2624589204788208, -0.4626249670982361, 0.3675770163536072, 0.05275198817253113, -0.2526439130306244, 0.44319549202919006, 0.012288244441151619, 0.017551405355334282, -0.34085556864738464, -0.2506014108657837, 0.02093108743429184, -0.195779487490654, 0.26793110370635986, -0.23948988318443298, 0.1948355734348297]",0,1
A woman is walking along the sea.,"[0.2589982748031616, -0.023117011412978172, -0.4538300335407257, 0.1908571422100067, 0.30776581168174744, -0.5656816363334656, 0.49973195791244507, -0.16227993369102478, 0.05418561398983002, -0.5241607427597046, 0.016493305563926697, -0.06689361482858658, 0.16468334197998047, 0.14454028010368347, -0.3045174181461334, 0.15372182428836823]","[0.4283113181591034, -0.10963011533021927, -0.24729414284229279, 0.07825484871864319, -0.4350159764289856, -0.2999363839626312, -0.003398781642317772, -0.25388526916503906, 0.09639047086238861, -0.4926796555519104, 0.11533460021018982, -0.0814410150051117, -0.21488399803638458, 0.4302542507648468, -0.5047820210456848, 0.08365941047668457]",0,1
A person takes a walk next to the sea.,"[0.009513918310403824, -0.07635448127985, -0.3538416922092438, 0.06337665766477585, -0.025781989097595215, -0.3651431202888489, 0.5613999962806702, -0.27016910910606384, -0.13550467789173126, -0.5314741134643555, 0.013004675507545471, 0.2801421880722046, -0.05519641190767288, 0.3658720552921295, -0.2948148250579834, 0.17693227529525757]","[0.7809057831764221, 0.010976498946547508, -0.42614176869392395, 0.30728164315223694, 0.15382686257362366, -0.39651763439178467, 0.6292892694473267, -0.09439417719841003, -0.012849437072873116, -0.5284527540206909, -0.18539206683635712, 0.041995350271463394, -0.1239842027425766, 0.5389671325683594, -0.613608181476593, 0.18581460416316986]",0,1
A woman is walking along the sea.,"[0.2589982748031616, -0.023117011412978172, -0.4538300335407257, 0.1908571422100067, 0.30776581168174744, -0.5656816363334656, 0.49973195791244507, -0.16227993369102478, 0.05418561398983002, -0.5241607427597046, 0.016493305563926697, -0.06689361482858658, 0.16468334197998047, 0.14454028010368347, -0.3045174181461334, 0.15372182428836823]","[0.5287538766860962, -0.352236807346344, -0.27655863761901855, 0.1689262092113495, -0.06573894619941711, -0.5372257828712463, -0.030148213729262352, 0.15679603815078735, 0.055704981088638306, -0.5916140675544739, -0.2848169803619385, 0.33597397804260254, 0.002314465120434761, 0.1467364877462387, -0.18257208168506622, 0.23052406311035156]",0,1
A man walks by the sea.,"[0.3830839693546295, -0.2134857326745987, -0.08716379106044769, 0.31004366278648376, 0.3686690628528595, -0.5762773752212524, -0.010518735274672508, -0.46410396695137024, -0.20394428074359894, -0.6556019186973572, -0.336417555809021, 0.15843063592910767, -0.1554446965456009, 0.232222318649292, -0.21747632324695587, 0.11606742441654205]","[0.4044824540615082, 0.03262344002723694, 0.02486063912510872, 0.05585089325904846, -0.44231703877449036, -0.6183382272720337, 0.08353904634714127, 0.006579989567399025, 0.15598978102207184, -0.31280219554901123, 0.10561348497867584, -0.10643300414085388, -0.3129856288433075, 0.11296746134757996, -0.5274983644485474, 0.36596429347991943]",0,1
A WOMAN WALKS BY THE SEA,"[0.3834453523159027, -0.11679460853338242, -0.31896114349365234, 0.33146265149116516, -0.15224409103393555, -0.5649083852767944, 0.6289134621620178, -0.1100495457649231, -0.21193216741085052, -0.2970719039440155, -0.08880461752414703, 0.23172973096370697, -0.047877177596092224, 0.3364424705505371, -0.15225188434123993, 0.09914395958185196]","[0.15602225065231323, -0.14392735064029694, -0.21786533296108246, 0.005341490730643272, 0.03769102692604065, -0.6710522770881653, 0.2565484642982483, -0.10202379524707794, 0.015416009351611137, -0.10393764823675156, 0.09118036925792694, 0.14250023663043976, -0.007651275023818016, 0.11921635270118713, -0.3494240939617157, 0.2865883409976959]",0,1
A person runs along the sea.,"[0.6009635925292969, -0.11803228408098221, -0.13609157502651215, 0.24418216943740845, -0.13659946620464325, -0.7230611443519592, 0.2865893244743347, 0.02700399048626423, -0.22588211297988892, -0.3569304347038269, -0.018844321370124817, 0.2655419707298279, -0.1346568614244461, 0.18039174377918243, -0.5654827356338501, -0.005581675097346306]","[0.7011885046958923, -0.05154016613960266, -0.10600407421588898, 0.02253623865544796, -0.3207445442676544, -0.161369189620018, -0.09239890426397324, 0.030028434470295906, -0.1379484385251999, -0.1350790560245514, 0.03379441797733307, 0.3506249189376831, -0.17585083842277527, 0.104286789894104, -0.6347735524177551, 0.3439024090766907]",0,1
A woman goes for a walk in a meadow.,"[0.6569311022758484, -0.4895550310611725, -0.45033127069473267, 0.12573738396167755, -0.4284379184246063, 0.11718028038740158, -0.01887974701821804, 0.02483190782368183, -0.32036569714546204, -0.3072010278701782, -0.3651086688041687, -0.031526003032922745, -0.17145366966724396, 0.26175785064697266, -0.17893774807453156, 0.14435486495494843]","[0.2448659986257553, -0.2380579113960266, -0.604425847530365, 0.45462724566459656, -0.29904964566230774, 0.06714290380477905, 0.1765168011188507, -0.0950128436088562, -0.6004113554954529, -0.4405697286128998, 0.25905704498291016, 0.06338469684123993, -0.13395993411540985, 0.14599628746509552, -0.3408362567424774, 0.26331672072410583]",0,1
A person takes a run on street,"[0.7514544725418091, -0.2336474359035492, -0.029405366629362106, -0.017056265845894814, 0.06891150772571564, -0.049896158277988434, -0.05730154365301132, 0.1081681177020073, -0.17600798606872559, -0.3351669907569885, 0.15161971747875214, -0.18808381259441376, 0.04055604338645935, 0.16540145874023438, -0.4163242280483246, -0.05702301859855652]","[0.7769744992256165, 0.1974046379327774, -0.15886272490024567, -0.00769808329641819, -0.11266732215881348, -0.09770634770393372, 0.17589494585990906, -0.13714179396629333, -0.3890956938266754, -0.5320870876312256, 0.25127100944519043, 0.06170840188860893, -0.232050821185112, 0.11510789394378662, -0.6485207080841064, 0.1964484602212906]",0,1
A person stands along the dock at a lake.,"[0.6169190406799316, -0.032774291932582855, -0.13588540256023407, 0.03902188688516617, 0.08010505139827728, -0.2749699056148529, -0.035308532416820526, -0.3058989346027374, 0.12383504211902618, -0.12069099396467209, -0.04384388029575348, 0.3192374110221863, 0.02822878398001194, 0.372652530670166, -0.42218104004859924, 0.2464546412229538]","[0.861309289932251, 0.3673916459083557, -0.2722316384315491, 0.23698242008686066, -0.07948070764541626, -0.19135184586048126, 0.5126606822013855, 0.054669931530952454, -0.13676907122135162, -0.4976007044315338, -0.026049837470054626, 0.12493516504764557, -0.35129305720329285, 0.3303855359554291, -0.4548794627189636, -0.11909138411283493]",0,1
A man walks around the lake.,"[0.4075069725513458, -0.1609819233417511, -0.42119190096855164, 0.02464292012155056, -0.535510241985321, -0.4131564795970917, 0.20177017152309418, -0.3165711760520935, -0.0796438530087471, -0.3166418671607971, 0.15854506194591522, 0.3027235269546509, -0.03839990496635437, 0.18411335349082947, -0.5799092650413513, -0.12401808798313141]","[0.2944497764110565, -0.32298997044563293, -0.10674992203712463, 0.05337176471948624, 0.151254802942276, -0.7619212865829468, 0.3380996882915497, -0.3015263080596924, -0.06374357640743256, -0.6256203651428223, -0.23835204541683197, -0.010304834693670273, -0.15320540964603424, -0.02459566853940487, -0.07860040664672852, 0.020724566653370857]",0,1
A woman walks along the shore of a lake.,"[0.349544882774353, -0.1852274090051651, 0.005432631820440292, 0.2541654109954834, -0.3230738341808319, -1.0444118976593018, 0.2935221493244171, -0.03386913239955902, -0.012411491945385933, -0.19833360612392426, 0.025084957480430603, -0.06136998534202576, -0.09439447522163391, 0.20650412142276764, -0.888667106628418, 0.5310429334640503]","[0.5909574627876282, 0.019981389865279198, -0.22535310685634613, 0.24285222589969635, -0.2818976044654846, -0.398149311542511, -0.006707882508635521, -0.3562089502811432, -0.0774444043636322, -0.34115418791770935, 0.032146841287612915, 0.26176270842552185, 0.06275221705436707, 0.1407986730337143, 0.041060931980609894, 0.059403225779533386]",0,1
A man walks the lake.,"[0.8737702965736389, 0.07915497571229935, -0.3436131775379181, 0.19390058517456055, -0.05842617154121399, -0.35099419951438904, 0.4020099937915802, -0.2862670123577118, -0.05647142231464386, -0.21538785099983215, -0.10409189760684967, -0.07092015445232391, -0.08311102539300919, 0.28397074341773987, 0.13887785375118256, 0.24671711027622223]","[0.48148396611213684, -0.6219021081924438, -0.1912328600883484, 0.15637172758579254, -0.24018147587776184, -0.23368124663829803, -0.06353197246789932, -0.1938130408525467, 0.01747884787619114, -0.7596040964126587, -0.016522131860256195, 0.31879547238349915, -0.18511024117469788, 0.45825713872909546, -0.5602861046791077, 0.1262322962284088]",0,1
A woman stands in a meadow.,"[0.7253793478012085, 0.10088721662759781, -0.07490888237953186, -0.022762389853596687, -0.14191709458827972, -0.41626855731010437, -0.29585015773773193, 0.09694357216358185, 0.1233167052268982, -0.7063242793083191, 0.1395803540945053, -0.023607853800058365, -0.07258547842502594, 0.4845021069049835, -0.23133768141269684, 0.08885753154754639]","[0.06787905842065811, -0.22376158833503723, -0.8678189516067505, 0.27867591381073, -0.17787796258926392, -0.1461675614118576, 0.6245235800743103, -0.403204083442688, -0.21026499569416046, -0.39259153604507446, -0.1378248780965805, 0.07279378175735474, -0.18204832077026367, 0.45223569869995117, -0.3023436665534973, 0.08230222016572952]",0,1
A woman running along the shore.,"[0.3068965673446655, -0.07908809185028076, -0.5455150008201599, 0.19359973073005676, -0.3505745232105255, -0.3039737641811371, 0.5028330087661743, 0.008099796250462532, -0.14495359361171722, -0.3460335433483124, -0.27103620767593384, 0.007951732724905014, -0.12385477125644684, 0.3760909140110016, -0.5581547617912292, 0.1572328507900238]","[0.4079035818576813, -0.12185575813055038, -0.052037548273801804, 0.4098196029663086, 0.017518997192382812, -0.4327891170978546, 0.5643544793128967, 0.050710782408714294, -0.2537122070789337, -0.513480007648468, 0.008556768298149109, 0.017939291894435883, -0.056386008858680725, 0.32065942883491516, -0.6029420495033264, 0.10004618018865585]",0,1
A boy runs on the beach.,"[0.23891033232212067, -0.2670559287071228, -0.4990828335285187, 0.10953236371278763, 0.07085279375314713, -0.5704057216644287, 0.42730996012687683, 0.14313668012619019, -0.1689155250787735, -0.4336419105529785, -0.29638153314590454, 0.1421791911125183, 0.16376371681690216, 0.13360606133937836, -0.23022304475307465, -0.07634701579809189]","[0.39143964648246765, -0.2921117842197418, -0.36124187707901, 0.21525628864765167, 0.007228076457977295, 0.02365749701857567, 0.2326051890850067, -0.13143004477024078, 0.026902807876467705, -0.4681989252567291, -0.2569398283958435, 0.2635107636451721, -0.05541857331991196, 0.2368030846118927, -0.010011067613959312, 0.1699068397283554]",0,1
A woman is sitting at the park.,"[0.775770902633667, -0.1455605924129486, -0.7520110607147217, 0.07112693041563034, -0.5807814002037048, 0.26969435811042786, 0.45115357637405396, -0.43618088960647583, -0.09756074100732803, -0.6330428719520569, 0.2919384241104126, 0.15894822776317596, 0.0725918710231781, 0.5503792762756348, -0.4241536557674408, -0.07303421944379807]","[0.6735599637031555, -0.41466811299324036, -0.6117663383483887, -0.46055153012275696, -0.6723516583442688, -0.07057910412549973, 0.10563062876462936, -0.23884184658527374, -0.19260942935943604, -0.21786744892597198, -0.03665114939212799, 0.1943376660346985, 0.2848430871963501, 0.33842137455940247, -0.2781738340854645, -0.2855397164821625]",0,1
The may was lying on the beach.,"[0.27566662430763245, -0.3854871988296509, -0.506028413772583, 0.12999211251735687, -0.3309909701347351, -0.15696042776107788, 1.0772799253463745, -0.2260591685771942, -0.07830169796943665, -0.37302106618881226, -0.1416882425546646, 0.34324076771736145, 0.3036998510360718, 0.596260666847229, -0.44906339049339294, 0.5295542478561401]","[0.6989283561706543, -0.11449491232633591, -0.21616671979427338, 0.1228191927075386, -0.14906775951385498, -0.2137726992368698, 0.31996801495552063, -0.17514371871948242, -0.0887620598077774, -0.22184588015079498, -0.19114764034748077, 0.17315401136875153, -0.12330412864685059, 0.5863220691680908, -0.08878839761018753, 0.436336487531662]",0,1
A woman runs in a forest.,"[0.4671666622161865, -0.2510082721710205, -0.47086602449417114, 0.1634669154882431, -0.4971107244491577, -0.15674062073230743, -0.03550560027360916, -0.06316374987363815, -0.19209551811218262, -0.5381569266319275, 0.08518342673778534, -0.08777377009391785, -0.1715167909860611, 0.07890787720680237, -0.43447327613830566, 0.3279409110546112]","[0.2747190594673157, 0.22831524908542633, -0.14993996918201447, 0.04531816393136978, -0.0840739905834198, -0.26021283864974976, -0.05493124574422836, -0.006486142054200172, 0.12897561490535736, -0.42446956038475037, -0.035808250308036804, -0.09105843305587769, -0.047080039978027344, 0.2540774941444397, -0.3131897747516632, 0.2510012686252594]",0,1
A dog is sitting on the floor.,"[0.2798735201358795, -0.20323944091796875, -0.177064910531044, -0.11162110418081284, -0.6180578470230103, -0.30540692806243896, -0.02561092935502529, 0.05935673415660858, -0.3514888286590576, -0.5521000623703003, 0.14591144025325775, -0.2959238588809967, -0.0162611436098814, 0.04787493497133255, -0.4041171371936798, -0.05812056362628937]","[0.42583540081977844, -0.16917841136455536, 0.04683952406048775, -0.15997248888015747, -0.5094045996665955, -0.3687593638896942, 0.08027008920907974, -0.357462614774704, 0.042508892714977264, -0.3042779564857483, 0.13268432021141052, -0.10692882537841797, 0.086788609623909, -0.09223876148462296, -0.4506734311580658, 0.014771910384297371]",0,1
A dog sits on a floor.,"[0.15708816051483154, -0.17682711780071259, -0.43617573380470276, -0.0524604395031929, -0.3579738438129425, -0.5299980640411377, 0.09141062945127487, 0.11863798648118973, 0.006073771044611931, -0.4484587013721466, -0.17460958659648895, 0.3631700873374939, 0.09907320886850357, 0.1471928060054779, -0.6114007830619812, -0.41945308446884155]","[0.1887984275817871, 0.1943279653787613, -0.27562814950942993, 0.07865124195814133, -0.04967986047267914, 0.3693329393863678, 0.17609213292598724, -0.22517521679401398, -0.0576607808470726, -0.4494127631187439, -0.15244798362255096, -0.0915737897157669, 0.021953189745545387, 0.19891303777694702, -0.24263320863246918, 0.08005523681640625]",0,1
A woman holds a dog.,"[0.32962289452552795, -0.08670566976070404, -0.38729235529899597, 0.24035847187042236, -0.27213865518569946, -0.3119514584541321, 0.3250102400779724, -0.05117283761501312, 0.07661595940589905, -0.68190997838974, -0.19725073873996735, -0.128095805644989, -0.22534357011318207, 0.740012526512146, -0.15030460059642792, 0.1404174268245697]","[0.2692335844039917, 0.5676265358924866, -0.40315279364585876, 0.24869230389595032, -0.36009207367897034, -0.20301209390163422, 0.2876776456832886, -0.28580936789512634, 0.2673822343349457, -0.4993375837802887, -0.027527928352355957, -0.1295265406370163, -0.29814934730529785, 0.09263548254966736, -0.15315018594264984, 0.3580560088157654]",0,1
A dog stands on a floor.,"[0.056952595710754395, -0.1995016634464264, -0.47810906171798706, -0.36291536688804626, -0.11135311424732208, -0.3950516879558563, -0.027636295184493065, -0.08950752019882202, -0.16934196650981903, -0.15725524723529816, -0.06204944849014282, 0.20790719985961914, -0.00558382086455822, -0.19420480728149414, -0.32121774554252625, -0.04178536310791969]","[0.4420793056488037, -0.1218196228146553, -0.03765035793185234, -0.11560823768377304, -0.33707624673843384, -0.6070074439048767, 0.3258049488067627, 0.0833827555179596, -0.21072973310947418, -0.2853003442287445, 0.085971400141716, 0.19055458903312683, 0.07750236988067627, 0.26880091428756714, -0.41483527421951294, -0.14519208669662476]",0,1
A boy runs through the water.,"[0.5912874937057495, -0.12750667333602905, -0.4787142276763916, 0.093729667365551, -0.3587944507598877, -0.4683525562286377, 0.31941381096839905, -0.1911165863275528, -0.07433384656906128, -0.18018753826618195, 0.14896152913570404, 0.08916868269443512, -0.13845889270305634, -0.17006927728652954, -0.39423465728759766, 0.016905056312680244]","[0.4004558026790619, 0.18595759570598602, -0.40864720940589905, 0.21616455912590027, -0.4205019772052765, -0.46421849727630615, -0.07215546816587448, -0.14769776165485382, -0.3422970473766327, -0.2745119035243988, 0.20121297240257263, 0.024519767612218857, -0.26705166697502136, 0.18502996861934662, -0.34228286147117615, 0.04529202729463577]",0,1
A girl sits in a field.,"[0.9376417398452759, -0.2780058979988098, -0.12423048913478851, -0.04360469430685043, -0.5079614520072937, -0.40675559639930725, 0.37232720851898193, -0.12581999599933624, 0.05494147539138794, -0.32643434405326843, -0.26130211353302, -0.07466472685337067, -0.1095619797706604, 0.47510865330696106, -0.7720232009887695, 0.14915680885314941]","[0.9479680061340332, -0.3579324185848236, -0.21681226789951324, 0.09176959842443466, -0.323212206363678, -0.292242169380188, 0.24275624752044678, -0.2732968330383301, -0.37640199065208435, -0.17442746460437775, -0.03371201455593109, 0.0050200484693050385, -0.17131547629833221, 0.28866514563560486, -0.5577213168144226, 0.1981256604194641]",0,1
The person walked with her team.,"[0.665135383605957, -0.012896357104182243, -0.041706256568431854, 0.13715291023254395, -0.11240288615226746, -0.3155842125415802, 0.11811385303735733, -0.21883587539196014, -0.11294008791446686, -0.39482417702674866, 0.07183398306369781, 0.17368154227733612, -0.057377785444259644, 0.10076282918453217, -0.5221031904220581, 0.1676211804151535]","[0.7955514788627625, -0.012055689468979836, -0.0941479504108429, -0.025231296196579933, -0.3180066645145416, -0.03416212648153305, 0.6932612061500549, -0.08812867105007172, -0.5669496655464172, -0.3628236651420593, 0.14278651773929596, 0.14096544682979584, -0.031763188540935516, 0.02814015932381153, -0.6800212264060974, 0.24328549206256866]",0,1
A woman walks past trees.,"[0.15097203850746155, 0.018667971715331078, -0.04891974478960037, 0.23981469869613647, -0.4440867304801941, -0.5554171800613403, -0.12672904133796692, -0.10794669389724731, -0.04486580193042755, -0.2307656854391098, 0.2970083951950073, -0.0374533049762249, -0.039437949657440186, 0.1444578766822815, -0.6708981394767761, -0.14605297148227692]","[0.6692381501197815, -0.3139071762561798, -0.10767506062984467, 0.33205872774124146, -0.06616070121526718, -0.44669511914253235, -0.13348053395748138, -0.21211284399032593, -0.07825757563114166, -0.28511297702789307, -0.16015352308750153, 0.01424984261393547, 0.3678959608078003, 0.22664877772331238, -0.4972078502178192, 0.2746272087097168]",0,1
A man is walking on the street.,"[0.44328632950782776, -0.22977542877197266, -0.35059240460395813, 0.2521008849143982, -0.25643670558929443, -0.05218663066625595, 0.5194531083106995, -0.06912898272275925, -0.06886835396289825, -0.5684792995452881, -0.1354954093694687, -0.09265848994255066, -0.365935742855072, 0.06621116399765015, -0.2893426716327667, 0.1437373012304306]","[0.1153191328048706, -0.12131772190332413, -0.3521098792552948, 0.09455398470163345, 0.03717032074928284, 0.017663724720478058, 0.419230192899704, -0.16874924302101135, -0.06586503982543945, -0.7345046401023865, -0.20166631042957306, -0.5504233837127686, 0.11191196739673615, 0.08049669861793518, -0.9762017130851746, 0.30744948983192444]",0,1
A man walks down the street.,"[0.49984678626060486, -0.10565999895334244, -0.42858749628067017, 0.5019462704658508, -0.3112233281135559, -0.14742325246334076, 0.3937120735645294, -0.1858523041009903, -0.07698900997638702, -0.5158358216285706, 0.1388084441423416, -0.24245254695415497, -0.06249330937862396, 0.12060502171516418, -0.3214293420314789, 0.30812379717826843]","[0.7464461922645569, -0.05688781291246414, -0.2895975708961487, 0.3276292681694031, -0.09918197989463806, -0.22843073308467865, 0.6858522891998291, -0.3369983434677124, -0.05945868790149689, -0.36696502566337585, -0.051905110478401184, 0.18606628477573395, -0.03284229338169098, 0.5351191759109497, -0.2232389599084854, 0.2072492241859436]",0,1
A women walks across the road,"[0.5938416719436646, -0.31737691164016724, -0.3686278462409973, 0.34290963411331177, 0.20005151629447937, -0.29103127121925354, 0.820225715637207, -0.12316490709781647, -0.049036070704460144, -0.4827268421649933, 0.07952481508255005, 0.06953266263008118, -0.33009639382362366, 0.27690187096595764, -0.9196629524230957, 0.09822487086057663]","[0.40321531891822815, -0.1105860099196434, -0.21349485218524933, 0.16144222021102905, 0.012047111988067627, -0.30444419384002686, 0.9179691076278687, -0.15904420614242554, -0.003792824223637581, -0.5623295903205872, 0.038330480456352234, 0.24994541704654694, -0.08040779829025269, 0.10966181755065918, -0.3475610315799713, 0.22221387922763824]",0,1
A man walking through trees.,"[0.26330825686454773, -0.11418188363313675, 0.10829845070838928, 0.17306503653526306, -0.27328506112098694, -0.810660719871521, -0.27951186895370483, -0.15469501912593842, -0.102185919880867, -0.7304562926292419, -0.0079861581325531, 0.01377088949084282, -0.019190525636076927, 0.2726620137691498, -0.3647724986076355, 0.037282705307006836]","[0.5239795446395874, -0.12315121293067932, -0.108954519033432, -0.029425302520394325, -0.24725064635276794, -0.5463801622390747, 0.2078765630722046, 0.09293408691883087, -0.13897868990898132, -0.7571507692337036, -0.07775400578975677, -0.07307930290699005, 0.2509184777736664, 0.3439099192619324, -0.744935929775238, 0.13963058590888977]",0,1
People walk down the street.,"[0.47426924109458923, -0.1252249777317047, -0.14605270326137543, 0.2745135724544525, -0.3837280869483948, 0.14699262380599976, -0.03333168476819992, -0.020746009424328804, -0.3524198532104492, -0.4465424120426178, 0.05937052518129349, -0.2538658082485199, -0.3150898218154907, 0.07405765354633331, -0.5122392773628235, 0.12654541432857513]","[0.2504924237728119, -0.0473228320479393, -0.06449605524539948, 0.09862744808197021, -0.09648962318897247, -0.5586652755737305, 0.41443055868148804, -0.1961248517036438, -0.20537152886390686, -0.39251676201820374, -0.16250896453857422, 0.21360944211483002, -0.12627698481082916, 0.5362564325332642, -0.32454878091812134, 0.2224162071943283]",0,1
