sentence_pos,sentence_neg,image,label_pos,label_neg
Dog follows owner, Owner follows dog,"[-0.24030126631259918, 0.5542969107627869, 0.3043854832649231, 0.4395028054714203, -0.5002199411392212, 0.35580670833587646, -0.8415634632110596, -1.045133113861084, 0.010606100782752037, 0.30612897872924805, 0.1757718175649643, -0.8736142516136169, -0.1307206004858017, 0.6298567056655884, -0.09574887901544571, -0.07531613111495972, 0.007885945960879326, 0.24247364699840546, -0.20468513667583466, -0.46204501390457153]",1,0
 Crowd runs towards police,Police runs towards crowd,"[0.19759435951709747, 0.316739559173584, 0.3589709401130676, 0.33626803755760193, -0.20724323391914368, 0.4856225550174713, -0.6298644542694092, -0.720513105392456, 0.16062679886817932, 0.05358385294675827, 0.25927022099494934, -0.22177740931510925, 0.017949238419532776, 0.7542598843574524, 0.1356567144393921, -0.15078918635845184, 0.03522530943155289, -0.2321651577949524, -0.4313190281391144, -0.2400333285331726]",1,0
Child helps mother, Mother helps child,"[-0.7903640270233154, 0.5674105882644653, 0.204056978225708, 0.2860719859600067, -0.31497329473495483, -0.21039962768554688, -0.6477862596511841, -0.5722250938415527, 0.00849069096148014, -0.1516237109899521, 0.15270106494426727, -0.49178874492645264, -0.1842150241136551, 0.5859984755516052, 0.20807702839374542, -0.7453186511993408, 0.1438596248626709, 0.5022910833358765, -0.9350687265396118, 0.08129307627677917]",1,0
Grandmother pushes grandson on swings, Grandson pushes grandmother on swings,"[-0.2803928256034851, 0.057723380625247955, 0.14014574885368347, 0.21773594617843628, -0.3076472282409668, -0.3229130208492279, -0.6141195297241211, -0.5881417393684387, 0.39835575222969055, 0.027688616886734962, 0.1564151495695114, -0.6176280379295349, 0.02303139865398407, 0.3829116225242615, 0.7083540558815002, -0.27225372195243835, -0.18315604329109192, 0.17204931378364563, -0.6472142338752747, -0.1306317150592804]",1,0
Woman helps old lady cross the street, Old lady help woman cross the street,"[-0.03055528923869133, 0.12345145642757416, 0.5340055227279663, 0.04920032620429993, -0.26480990648269653, -0.04175669327378273, -0.8980680704116821, -0.8089560866355896, -0.16862846910953522, 0.1242954358458519, 0.19189317524433136, -0.15098029375076294, -0.14165684580802917, 0.6334148049354553, 0.02578050084412098, -0.3149656355381012, -0.2022532969713211, -0.09621307253837585, -0.3976457118988037, -0.2128525674343109]",1,0
Boy runs towards grandmother, Grandmother runs towards boy,"[-0.5427194237709045, 0.0017556268721818924, 0.12399640679359436, 0.37167441844940186, 0.048215799033641815, -0.13165415823459625, -0.40041080117225647, -0.8429070711135864, 0.20357641577720642, 0.28545907139778137, -0.3891311585903168, -0.29907920956611633, -0.21281029284000397, -0.19519712030887604, 0.3126574158668518, -0.06425082683563232, -0.05190446972846985, -0.09939822554588318, -0.09544743597507477, -0.6441881656646729]",1,0
Mother pushes daughter on swings, Duaghter pushes mother on swings,"[-0.3827563524246216, 0.2697804570198059, 0.264612078666687, 0.3506835401058197, -0.3098657429218292, -0.03144952654838562, -0.5466059446334839, -0.7045300602912903, 0.04786619544029236, 0.24857845902442932, 0.21756212413311005, -0.6592407822608948, 0.1068025529384613, 0.3307754099369049, 0.8587186336517334, -0.3466986119747162, -0.5732179284095764, 0.4068140685558319, -0.478355348110199, 0.01871107518672943]",1,0
Eldery man helps lady, Lady help eldery man,"[-0.2828403115272522, 0.4833182990550995, 0.5567396879196167, 0.3774619698524475, -0.323029488325119, -0.44905540347099304, -0.8095364570617676, -0.9679839611053467, 0.36649003624916077, 0.09442376345396042, -0.10402106493711472, -0.277495414018631, -0.21804815530776978, 0.3219798505306244, 0.20283128321170807, -0.48263314366340637, 0.0970248356461525, -0.40893372893333435, -0.18959766626358032, -0.7706448435783386]",1,0
 Zebra chases lion,Lion chases zebra,"[-0.08204051852226257, 0.2795804440975189, -0.12773466110229492, 0.2592675983905792, -0.6969588398933411, 0.05564365163445473, -1.0419611930847168, -0.8865109086036682, -0.3639782965183258, 0.6021655797958374, -0.08573287725448608, -0.4496244490146637, 0.6887444257736206, 0.407938688993454, 0.4416026175022125, -0.3344089686870575, 0.161232590675354, 0.6206410527229309, -0.21289604902267456, 0.045793239027261734]",1,0
Policeman shouts at protestors, Protestors shouts at policeman,"[-0.010160181671380997, 0.40002211928367615, 0.18477469682693481, 0.3116932511329651, 0.11030685156583786, 0.6752684712409973, -0.7527910470962524, -0.6382249593734741, -0.05851365625858307, 0.13436508178710938, -0.03687208518385887, -0.4236283600330353, 0.07828749716281891, 0.5614147782325745, 0.29663509130477905, -0.2017822116613388, -0.4060839116573334, 0.2505803406238556, -0.46764126420021057, -0.33714181184768677]",1,0
Dog follows man, Man follows dog,"[-0.24030126631259918, 0.5542969107627869, 0.3043854832649231, 0.4395028054714203, -0.5002199411392212, 0.35580670833587646, -0.8415634632110596, -1.045133113861084, 0.010606100782752037, 0.30612897872924805, 0.1757718175649643, -0.8736142516136169, -0.1307206004858017, 0.6298567056655884, -0.09574887901544571, -0.07531613111495972, 0.007885945960879326, 0.24247364699840546, -0.20468513667583466, -0.46204501390457153]",1,0
Cheetah chases gazelle, Gazelle chases cheetah,"[0.12530390918254852, 0.36784541606903076, -0.031369324773550034, 0.34094592928886414, -0.3705601692199707, 0.028040148317813873, -0.6138790249824524, -0.6452592611312866, 0.2357751429080963, 0.1221025362610817, -0.2521228492259979, -0.50422203540802, 0.4899887442588806, 0.11829881370067596, 0.37209394574165344, -0.1897742748260498, -0.03820081800222397, 0.5608294606208801, -0.16598081588745117, 0.06091316044330597]",1,0
 Dog runs towards man,Man runs towards dog,"[-0.4966234862804413, 0.13353753089904785, 0.0489487387239933, 0.20949852466583252, -0.487571120262146, -0.10676826536655426, -0.8203122615814209, -0.7949440479278564, -0.09086981415748596, 0.13294371962547302, 0.21021199226379395, -0.7015581727027893, -0.39952388405799866, 0.41722917556762695, 0.14237426221370697, -0.46521881222724915, 0.15734899044036865, -0.12409154325723648, -0.9128652811050415, -0.06497777998447418]",1,0
 Crying lady helps therapist,Therapist helps crying lady,"[-0.43332597613334656, 0.22859175503253937, 0.23063862323760986, -0.0430639311671257, -0.2846238911151886, -0.25046420097351074, -0.794403612613678, -0.4977588653564453, -0.15258285403251648, -0.20753870904445648, -0.43313902616500854, -0.0625651553273201, -0.2756659686565399, 0.48427972197532654, -0.07559110224246979, -0.12166482210159302, -0.03311515599489212, 0.4114433526992798, -0.11883272230625153, -0.34823113679885864]",1,0
 Old man punches woman,Woman punches old man,"[0.022791732102632523, 0.3285328149795532, 0.3516044318675995, 0.4819399416446686, 0.24941295385360718, 0.026546288281679153, -0.4876703917980194, -0.6710860729217529, 0.1540873944759369, 0.10052169114351273, 0.05131423845887184, -0.4230790436267853, 0.18977642059326172, 0.04385833442211151, 0.4952121078968048, -0.5012611746788025, -0.2043226659297943, -0.23021192848682404, -0.5493592619895935, -0.10045962035655975]",1,0
Mother opens door for daughter, Daughter opens door for mother,"[-0.27184098958969116, -0.2942174971103668, -0.011960413306951523, -0.10176819562911987, -0.0449318066239357, 0.19222772121429443, -0.6599584221839905, -0.7747600078582764, -0.3633919656276703, 0.20887039601802826, -0.051631491631269455, -0.4330553710460663, -0.5174201130867004, 0.37355247139930725, 0.030455781146883965, 0.16235342621803284, -0.07066911458969116, 0.15858648717403412, 0.03755684196949005, -0.6047410368919373]",1,0
 Woman pushes man on swings,Man pushes woman on swings,"[-0.1276208609342575, -0.059641942381858826, 0.38061410188674927, 0.3624667227268219, -0.29824891686439514, -0.12679381668567657, -0.6276803612709045, -0.3296121656894684, 0.019016990438103676, 0.06236768513917923, -0.010435636155307293, -0.5125898718833923, 0.059479475021362305, 0.23750461637973785, 0.44260403513908386, -0.19574567675590515, -0.18404263257980347, 0.4116276204586029, 0.11597929894924164, -0.3537864685058594]",1,0
 Grandaughter pushes grandpa on swings,Grandpa puhses grandaughter on swings ,"[-0.09045982360839844, -0.23535282909870148, 0.10400672256946564, 0.3700592815876007, -0.4405897259712219, 0.09981192648410797, -0.6133202314376831, -0.6626409292221069, -0.05759328603744507, -0.10600035637617111, -0.1585097461938858, -0.33375778794288635, -0.3034990727901459, 0.2666369676589966, 0.4001355469226837, -0.32763323187828064, -0.11276549845933914, 0.5020642876625061, 0.09583362936973572, -0.1583344042301178]",1,0
Man opens car door for woman, Woman opens care door for man,"[0.23120559751987457, 0.14626702666282654, 0.26262933015823364, 0.6727948784828186, -0.11489466577768326, 0.4763234555721283, -0.700463593006134, -0.6722436547279358, -0.043027207255363464, 0.26155397295951843, -0.13371321558952332, -0.4158279299736023, 0.008113271556794643, 0.36488309502601624, 0.31701529026031494, -0.4790354073047638, -0.3639180362224579, -0.13464680314064026, -0.018118707463145256, -0.15671415627002716]",1,0
 Man smiles at woman,Woman smiles at man,"[-0.6717516779899597, 0.33539822697639465, -0.03140327334403992, -0.018535472452640533, -0.16339457035064697, 0.20301666855812073, -0.7791007161140442, -0.4417446255683899, 0.34727516770362854, -0.013274719938635826, -0.6019654273986816, -0.5731608867645264, 0.006712018512189388, 0.15443234145641327, 0.12765732407569885, 0.16331323981285095, -0.1075819656252861, 0.13316185772418976, 0.05261165648698807, -0.36071038246154785]",1,0
Cat chases mouse, Mouse chases cat,"[-0.5733674764633179, 0.04091337323188782, 0.3078608512878418, 0.024707086384296417, -0.12362904101610184, 0.009320799261331558, -0.804842472076416, -0.7616271376609802, -0.04199860244989395, 0.28777867555618286, -0.5186946988105774, -0.36041566729545593, -0.11124017834663391, 0.37225523591041565, 0.24186022579669952, -0.03800508752465248, -0.3705250322818756, 0.5372874140739441, -0.3655754327774048, -0.15315523743629456]",1,0
Man punches woman, Woman punches man,"[-0.40528953075408936, 0.128182515501976, 0.15011782944202423, -0.0586855486035347, -0.20658959448337555, 0.06991107761859894, -0.6006203889846802, -0.41397228837013245, 0.09256023168563843, -0.14872729778289795, -0.21276332437992096, -0.5268064141273499, -0.08186881989240646, 0.27285605669021606, 0.14893636107444763, -0.20897267758846283, 0.23679883778095245, 0.05636323243379593, 0.2611425817012787, -0.29967808723449707]",1,0
 Man follows child,Child follows man,"[-0.32475507259368896, 0.16621017456054688, 0.2943135201931, -0.1501430869102478, -0.3143441379070282, 0.07211996614933014, -1.1309783458709717, -1.086755394935608, 0.12234707921743393, 0.3721162676811218, -0.020455252379179, -0.22826984524726868, 0.32686129212379456, 0.5597543716430664, -0.13285581767559052, -0.7276215553283691, 0.013736193999648094, -0.14074884355068207, 0.0958244800567627, -0.8110105395317078]",1,0
 Grandpa runs towards girl,Girl runs towards grandpa,"[-0.18458667397499084, -0.09634548425674438, 0.46990811824798584, 0.40317997336387634, -0.456234872341156, -0.14716477692127228, -0.7205663323402405, -0.5175862312316895, -0.11742629110813141, -0.030247887596488, 0.031118575483560562, -0.23217558860778809, -0.2867056131362915, 0.12722308933734894, 0.7006927132606506, -0.5757953524589539, 0.04940105229616165, 0.25202634930610657, -0.3060506284236908, -0.27567818760871887]",1,0
Boy pushes man on swings,Man pushes boy on swings,"[-0.37145084142684937, 0.21760797500610352, 0.1734001338481903, -0.060410551726818085, -0.35476967692375183, -0.4745989143848419, -0.9545539021492004, -0.7349287271499634, 0.33090758323669434, -0.05953356623649597, -0.11675945669412613, -0.5678067803382874, 0.1574343740940094, 0.4353543817996979, 0.47543323040008545, -0.36433613300323486, -0.5739248394966125, 0.16012510657310486, -0.5820909738540649, 0.060427144169807434]",1,0
 Baby smiles at man,Man smiles at baby,"[-0.6772802472114563, -0.07921560108661652, 0.05520308390259743, 0.03590232878923416, 0.05057157576084137, -0.17692185938358307, -0.40699902176856995, -0.7584894299507141, 0.2125931680202484, -0.2075948417186737, -0.2782875895500183, -0.2439916729927063, 0.04193300008773804, 0.11814108490943909, 0.2849268317222595, -0.3834017813205719, 0.20361363887786865, 0.4348628520965576, 0.17777574062347412, -0.25132936239242554]",1,0
Tourist follows guide, Guide follows tourists,"[-0.12171618640422821, -0.43806326389312744, 0.20057623088359833, -0.08475150167942047, -0.3211463689804077, 0.2833928167819977, -0.7671478986740112, -0.7154315710067749, 0.2591194212436676, 0.08316620439291, -0.4361417889595032, -0.6411002278327942, -0.17913514375686646, 0.2962682843208313, -0.15262074768543243, -0.38873955607414246, -0.26199549436569214, 0.09415069967508316, -0.17628110945224762, -0.664063036441803]",1,0
 Employee shouts at boss,Boss shouts at employee,"[-0.23791570961475372, 0.10531035810709, 0.19497936964035034, 0.08859028667211533, -0.1699475646018982, 0.20072323083877563, -0.5514040589332581, -0.05198986083269119, 0.01075500063598156, -0.43798747658729553, -0.13400928676128387, -0.32407742738723755, -0.048750028014183044, 0.38872262835502625, -0.1679036170244217, -0.46414458751678467, 0.027696168050169945, 0.14025244116783142, 0.20349663496017456, -0.5626463294029236]",1,0
 men carry woman,Woman carry men,"[-0.3260527551174164, 0.06755437701940536, -0.0373973585665226, 0.27669602632522583, 0.0014826375991106033, -0.19747434556484222, -0.2137363851070404, -0.345277339220047, 0.04766951501369476, 0.4605572819709778, 0.03681783750653267, -0.3603023886680603, -0.0651278868317604, 0.0792621523141861, 0.5151653289794922, -0.39390623569488525, -0.041344381868839264, 0.6929144263267517, -0.2762672007083893, -0.2784743309020996]",1,0
