sentence_pos,sentence_neg,image,label_pos,label_neg
Waitress serves customers, Customers serve waitress,"[0.5709558129310608, -0.49601632356643677, -0.3969421684741974, -0.43576663732528687, 0.6114122271537781, 0.6171151399612427, 0.02170444466173649, -0.30810603499412537, 0.09454718977212906, -0.2473880648612976, -0.11966489255428314, -0.265126496553421, -0.22810645401477814, -0.5250945687294006, 0.9050276279449463, -0.47034215927124023, -0.05626429244875908, -0.27450302243232727, 0.19429485499858856, 0.07598225027322769, -0.626934826374054, -0.14522849023342133, 0.14437374472618103, -0.09414491057395935, 0.17706167697906494, -0.3314286470413208, 0.22334158420562744, -0.5540640950202942, -0.042679522186517715, 0.17093929648399353, -0.27139750123023987, 0.29966795444488525, -0.08885999768972397, -0.04804900288581848, -0.11181335896253586, 0.0529891774058342, -0.9678201675415039, -0.018487388268113136, 0.4866945445537567, -0.10344953835010529]",0.0,1.0
Man fixes womans car, Woman fixes mans car,"[-0.017529917880892754, -0.5008969902992249, -0.21209043264389038, -0.24009215831756592, 0.302399218082428, 0.3645573556423187, 0.11719060689210892, -0.014002115465700626, 0.2338106632232666, 0.34416884183883667, 0.09446496516466141, 0.2687382996082306, -0.2876031696796417, -0.7332795262336731, 0.5508320331573486, -0.056287653744220734, -0.2275986522436142, -0.2252652496099472, 0.20275138318538666, -0.061463505029678345, -0.25979775190353394, -0.5714142322540283, 0.37026283144950867, 0.11179104447364807, 0.3267737030982971, -0.1947697401046753, 0.38704031705856323, -0.3853127062320709, -0.2628580629825592, 0.012097509577870369, -0.017346594482660294, 0.23901309072971344, -0.26627659797668457, 0.06694460660219193, -0.05240834504365921, 0.16775034368038177, -0.2843211591243744, -0.20037776231765747, 0.0585457906126976, -0.5325402021408081]",0.0,1.0
Woman opens door for man, Man opens door fow woman,"[0.7224887013435364, -0.39914563298225403, -0.06924930214881897, -0.19527310132980347, 0.7517996430397034, 0.6683204174041748, 0.2595125138759613, -0.3539714515209198, -0.07188580185174942, -0.2917511463165283, -0.34618866443634033, 0.09205079823732376, 0.12700609862804413, -0.3285539150238037, 0.2987096905708313, -0.2139783650636673, -0.2512325942516327, -0.3027055561542511, -0.18472713232040405, -0.04022876173257828, -0.22903308272361755, -0.15203554928302765, -0.0407571978867054, -0.1140315979719162, 0.15194642543792725, -0.015256619080901146, 0.27336347103118896, -0.402177631855011, -0.08230683207511902, 0.12679892778396606, -0.2399936020374298, 0.0950550064444542, -0.5051113367080688, -0.018236717209219933, -0.1340620368719101, 0.06137561798095703, -0.523840069770813, 0.09642840176820755, -0.003410087898373604, -0.1471988409757614]",0.0,1.0
Woman helps man, Man helps woman,"[0.22138983011245728, -0.40251424908638, 0.34692177176475525, -0.212611585855484, 0.7082130312919617, 0.5871751308441162, 0.7109281420707703, 0.23743784427642822, 0.1318272203207016, 0.3690601587295532, 0.4855971932411194, 0.11395562440156937, -0.10677839070558548, -0.4871003329753876, 0.5157342553138733, -0.468406081199646, 0.1824520230293274, -0.03435257822275162, 0.07962717115879059, -0.044715456664562225, -0.05636518448591232, -0.42163190245628357, 0.38930171728134155, -0.30628862977027893, 0.07565022259950638, -0.5208647847175598, 0.323092520236969, -0.21835950016975403, -0.2882731258869171, -0.07893867790699005, -0.21085937321186066, 0.22956112027168274, -0.38926374912261963, 0.24088549613952637, 0.0631505474448204, -0.06425096839666367, -0.08355772495269775, -0.26600244641304016, 0.03110223449766636, -0.20265451073646545]",0.0,1.0
Girl helps boy, Boy helps girl,"[-0.08644217252731323, -0.34080058336257935, -0.17078039050102234, -0.25872811675071716, 0.3149608075618744, 0.39688846468925476, -0.11770205944776535, -0.39638426899909973, 0.029851198196411133, -0.0012337639927864075, 0.11043085902929306, 0.308657169342041, -0.05147859454154968, -0.881095290184021, 0.7447866797447205, -0.09600687772035599, 0.46087661385536194, 0.1116100624203682, -0.011290047317743301, -0.3186500370502472, -0.3211333751678467, -0.9206862449645996, -0.006430421024560928, -0.29102611541748047, -0.06835170835256577, -0.10116900503635406, 0.06285066902637482, -0.3190508484840393, -0.3088796138763428, -0.17241084575653076, -0.33102723956108093, 0.02011748217046261, -0.17126566171646118, 0.022911811247467995, -0.14561311900615692, 0.20008482038974762, 0.005921371281147003, 0.011631952598690987, -0.19663777947425842, -0.568077027797699]",0.0,1.0
Woman helps old lady cross the street, Old lady help woman cross the street,"[0.2529051601886749, -0.25054946541786194, 0.0727829858660698, -0.5898878574371338, 0.4611627161502838, 0.6631921529769897, -0.10918667167425156, -0.27578744292259216, 0.4662417769432068, 0.3112034201622009, 0.014875185675919056, -0.2637633681297302, -0.15381094813346863, -0.7042034864425659, 0.1846015900373459, 0.012292837724089622, -0.5432354211807251, -0.38492703437805176, 0.5387354493141174, -0.004043219611048698, -0.570625364780426, -0.2787068784236908, -0.4327961206436157, -0.11840410530567169, 0.0480300709605217, 0.26843568682670593, 0.08373214304447174, -0.6681294441223145, -0.06104369834065437, 0.3182138502597809, -0.013783682137727737, 0.18457858264446259, -0.5760417580604553, -0.15042723715305328, -0.49657246470451355, 0.14779475331306458, -0.2799699604511261, 0.13398168981075287, -0.29382768273353577, -0.6215555667877197]",0.0,1.0
People help boy clinb mountain, Boy helps people climb mountain,"[0.161829873919487, -0.2115374654531479, -0.010275723412632942, -0.1508220136165619, -0.20679394900798798, 0.8434697389602661, -0.5645646452903748, -0.18045282363891602, 0.02256780117750168, 0.5874577760696411, -0.1887253373861313, 0.04948214441537857, -0.00883013941347599, -0.32042196393013, 1.3171781301498413, -0.14948846399784088, 0.4881942868232727, -0.7276557087898254, 0.5093967318534851, -0.49715176224708557, -0.6043071150779724, -0.3323553800582886, -0.0690898448228836, -0.42640581727027893, 0.41500481963157654, -0.31572821736335754, 0.15235398709774017, -0.55723637342453, 0.44743821024894714, -0.029695386067032814, 0.03281963989138603, 0.44248342514038086, -0.34418562054634094, 0.44333380460739136, -0.5654634237289429, 0.13412784039974213, -0.3255470395088196, 0.36189499497413635, -0.004790375009179115, -0.32910966873168945]",0.0,1.0
Woman helps man, Man helps woman,"[0.002094196155667305, -0.05361883342266083, -0.4469781816005707, -0.46529990434646606, 0.3911725878715515, 0.7321252822875977, -0.20426073670387268, -0.46172431111335754, 0.1576615422964096, 0.5967322587966919, 0.07258003205060959, 0.24895907938480377, -0.10422990471124649, -0.4698115885257721, 0.4676164984703064, 0.11652164906263351, 0.021841440349817276, -0.40312933921813965, -0.07016243040561676, -0.0539148673415184, -0.6121118068695068, -0.3271206021308899, 0.17612680792808533, -0.1527528017759323, -0.053163327276706696, -0.027812516316771507, -0.022359328344464302, -0.164068341255188, -0.2933892011642456, -0.43559542298316956, -0.23089268803596497, 0.30916059017181396, -0.053833551704883575, 0.12414389103651047, 0.0721663385629654, 0.08894308656454086, -0.3039318919181824, -0.12501674890518188, -0.3820735514163971, -0.29952800273895264]",0.0,1.0
Man feeds woman, Woman feeds man,"[0.729728639125824, -0.2262154072523117, 0.33031776547431946, -0.17490297555923462, 0.34726446866989136, 0.8001630306243896, 0.18923728168010712, 0.180221825838089, -0.0838998407125473, 0.336262047290802, 0.13290464878082275, 0.10235805809497833, 0.006184867583215237, -0.3781575560569763, 0.3908156156539917, -0.42050591111183167, -0.4591124653816223, -0.27370283007621765, 0.07163627445697784, 0.08809798210859299, 0.1598677933216095, -0.05560578778386116, 0.28553667664527893, -0.4368845522403717, 0.3018176257610321, -0.44418996572494507, 0.19034770131111145, -0.3982810378074646, -0.03658187761902809, 0.07910443842411041, -0.0941709578037262, 0.7666305303573608, -0.24558016657829285, -0.11015260964632034, 0.24657301604747772, 0.6694232821464539, -0.46510183811187744, 0.2799004316329956, -0.13626593351364136, -0.03192618489265442]",0.0,1.0
Woman helps man with his tie, Man helps woman with her tie,"[0.12219525873661041, -0.37143829464912415, 0.10164041817188263, -0.23351725935935974, 0.43326088786125183, 0.4614330232143402, 0.32599300146102905, -0.13065765798091888, 0.24847887456417084, 0.30898070335388184, 0.07102193683385849, 0.012358920648694038, -0.22821760177612305, -0.457390159368515, 0.5879321694374084, -0.3300604224205017, -0.23365168273448944, -0.2755236029624939, -0.1456528902053833, 0.09649693220853806, -0.2982734441757202, -0.54606032371521, 0.24539995193481445, -0.1832370012998581, 0.12770849466323853, -0.6960697770118713, 0.43377751111984253, -0.13864120841026306, -0.1922578662633896, -0.49063822627067566, 0.1246664822101593, 0.2608001232147217, -0.5131780505180359, -0.1487501710653305, -0.01104377768933773, 0.269747257232666, -0.3670635521411896, -0.4218822419643402, -0.19723404943943024, -0.5021247863769531]",0.0,1.0
Man opens door for woman, Woman opens door for man,"[0.13044752180576324, -0.6197312474250793, -0.02394476719200611, -0.05930323153734207, 0.6555529832839966, 0.5113003253936768, -0.10790690779685974, 0.13790713250637054, 0.4439919590950012, 0.04047084599733353, -0.047757331281900406, 0.20923496782779694, -0.025573821738362312, -0.6599574685096741, 0.33015280961990356, -0.259493887424469, -0.1361706703901291, -0.08168023079633713, 0.22819705307483673, 0.2437877655029297, 0.0945570096373558, -0.5352538824081421, 0.2437381148338318, 0.12122510373592377, -0.12620297074317932, 0.18614090979099274, 0.26570793986320496, -0.11126410216093063, -0.37217944860458374, -0.1995585560798645, -0.15981923043727875, 0.19971860945224762, -0.25819170475006104, -0.019158443436026573, 0.10838891565799713, 0.09111969918012619, -0.1285732537508011, -0.061536774039268494, 0.009550100192427635, -0.23489812016487122]",0.0,1.0
Teacher shouts at child, Child shouts at teacher,"[0.5361203551292419, -0.6434810757637024, -0.12251172959804535, -0.23031771183013916, 0.6284035444259644, 0.5312477350234985, 0.46320244669914246, 0.006225696764886379, 0.14426399767398834, -0.07884543389081955, 0.08553531020879745, 0.28203868865966797, 0.08335297554731369, -0.5881186723709106, 0.2816266417503357, -0.03126946836709976, -0.11221303790807724, -0.26396846771240234, -0.2994466722011566, 0.022890599444508553, -0.0689622238278389, -0.35899990797042847, 0.35516151785850525, 0.0876774936914444, -0.058348558843135834, -0.34382691979408264, 0.41641664505004883, -0.07519103586673737, -0.28797781467437744, -0.1761143058538437, -0.2627289891242981, 0.13589297235012054, -0.4501751959323883, -0.017877301201224327, 0.24069425463676453, 0.18307775259017944, -0.15694992244243622, -0.12368843704462051, -0.019358554854989052, -0.03684122860431671]",0.0,1.0
Woman shouts at man, Man shouts at woman,"[-0.16336371004581451, -0.604712724685669, 0.058411359786987305, 0.10473761707544327, 0.1981533318758011, 0.47469985485076904, -0.11844668537378311, 0.1508159339427948, -0.054038695991039276, 0.024141885340213776, 0.1331874579191208, 0.38362160325050354, -0.39837947487831116, -0.40899762511253357, 0.6109990477561951, -0.3629710078239441, -0.7425577640533447, 0.10954255610704422, 0.4887356460094452, -0.4507715106010437, 0.10215852409601212, -0.8812440037727356, 0.024332940578460693, -0.428015798330307, -0.20549002289772034, 0.1455303281545639, 0.0730225145816803, -0.36068177223205566, 0.2059052437543869, 0.07029755413532257, -0.45908886194229126, 0.45211488008499146, -0.4371207654476166, 0.20620709657669067, -0.12400474399328232, 0.40112239122390747, -0.13972130417823792, 0.18799340724945068, -0.31108471751213074, -0.33802950382232666]",0.0,1.0
Man shouts at woman, Woman shouts at man,"[0.08784407377243042, -0.44486749172210693, -0.3157564699649811, -0.15504616498947144, 0.31466805934906006, 0.2931073009967804, 0.2969985902309418, 0.2582448422908783, -0.0005493946373462677, 0.011883743107318878, -0.07011621445417404, -0.0039695631712675095, -0.15455177426338196, -0.531391441822052, 0.5239514708518982, -0.26326990127563477, -0.22828727960586548, -0.03702837973833084, -0.04155636951327324, -0.09725587069988251, -0.05443256348371506, -0.42045021057128906, 0.13429667055606842, -0.17871816456317902, -0.0037140008062124252, -0.026000646874308586, 0.3479623794555664, -0.4228028953075409, -0.2232867330312729, -0.4074627459049225, -0.20419447124004364, 0.2384459525346756, -0.23480600118637085, 0.23191604018211365, 0.0040502045303583145, 0.1285167783498764, -0.22651375830173492, -0.0751405879855156, -0.15621410310268402, -0.21662840247154236]",0.0,1.0
Woman shouts at policeman, Policeman shouts at man,"[0.3950781524181366, -0.39728718996047974, -0.16412894427776337, -0.2804303765296936, 0.37511077523231506, 0.7841901779174805, 0.11803106218576431, -0.012170332483947277, 0.04698356240987778, -0.06549643725156784, 0.16263744235038757, 0.43956458568573, -0.25180041790008545, -0.48771730065345764, 0.5394251942634583, 0.015282517299056053, -0.22596941888332367, 0.0604669451713562, 0.12448351085186005, -0.10968898981809616, -0.3863898813724518, -0.5869365930557251, 0.1894012987613678, 0.028855595737695694, 0.011321837082505226, -0.43033072352409363, 0.5159404277801514, -0.21430550515651703, 0.15740714967250824, -0.01108579896390438, -0.3341491222381592, 0.4410387873649597, -0.15646541118621826, 0.03359449654817581, -0.31466546654701233, -0.09568265825510025, -0.055910274386405945, -0.09390076249837875, -0.28561151027679443, -0.548464298248291]",0.0,1.0
Brother shouts at sister, Sister shouts at brother,"[0.3422437012195587, 0.001594414934515953, -0.404187947511673, -0.5609150528907776, 0.2565879821777344, 0.8990950584411621, 0.32638290524482727, 0.11987105011940002, -0.12406624853610992, -0.04698232188820839, -0.12641236186027527, 0.3089176118373871, -0.08907440304756165, -0.7297098636627197, 0.5350695252418518, -0.2595794200897217, -0.38341081142425537, -0.11561251431703568, -0.15417896211147308, -0.2193962037563324, -0.43023574352264404, -0.5137835144996643, 0.3707790672779083, -0.11885769665241241, 0.3034150004386902, -0.020410960540175438, 0.5029523372650146, -0.4275468587875366, -0.11714555323123932, -0.04210340231657028, 0.04366856440901756, 0.4281526207923889, -0.4389225244522095, -0.16409841179847717, -0.2405933290719986, -0.009878993034362793, -0.02543436735868454, 0.06387623399496078, -0.26384106278419495, -0.2004680335521698]",0.0,1.0
Woman shouts at dog, Dog shouts at woman,"[0.9555187821388245, -0.2648850977420807, -0.18287694454193115, -0.4676434099674225, 0.2013351172208786, 1.2203164100646973, -0.32859548926353455, 0.4585268199443817, -0.0976984053850174, 0.1779983937740326, 0.2103978842496872, 0.05457432568073273, -0.0584774911403656, -0.9160224795341492, 0.5055473446846008, -0.5324270129203796, -0.7725382447242737, -0.3387770354747772, -0.00014683976769447327, -0.1450878381729126, -0.7727875709533691, 0.0771474838256836, -0.23846310377120972, -0.1304449737071991, 0.3108457624912262, 0.06932833045721054, 0.4752359390258789, -0.2480788677930832, -0.144888237118721, -0.18678681552410126, -0.35964226722717285, 0.6706957817077637, 0.12333982437849045, 0.47659677267074585, -0.43294835090637207, 0.152151420712471, -0.028498083353042603, -0.18995130062103271, -0.04872920364141464, -0.18555548787117004]",0.0,1.0
Player shouts at referee, Referee shouts at player,"[0.15308748185634613, -0.35465312004089355, 0.38591688871383667, -0.1469704508781433, 0.027034984901547432, 0.558035135269165, 0.009133609011769295, 0.07693967968225479, -0.04625324904918671, 0.33496975898742676, 0.4006865620613098, -0.2952249348163605, -0.28911179304122925, -0.6952946186065674, 0.13449807465076447, 0.0008308049291372299, -0.32654720544815063, -0.2324417680501938, -0.19002945721149445, 0.007424855604767799, 0.01307862251996994, -0.6753896474838257, 0.37040185928344727, -0.08717595040798187, 0.4766266644001007, -0.5971786379814148, 0.31651565432548523, -0.29214978218078613, 0.17368753254413605, 0.5132843852043152, -0.10252445936203003, 0.15297244489192963, -0.08861266821622849, -0.011822810396552086, -0.0018582399934530258, 0.5392258763313293, -0.11145101487636566, -0.01485505886375904, -0.05096796154975891, -0.7533742785453796]",0.0,1.0
Customer shouts at cashier, Cashier shouts at customer,"[0.4675121605396271, -0.32368600368499756, -0.0806678831577301, -0.06955573707818985, 0.6758531928062439, 0.44993817806243896, 0.09291683882474899, 0.25700482726097107, 0.0812009871006012, -0.00287734717130661, 0.270116925239563, 0.23223136365413666, 0.016311710700392723, -0.7580018043518066, 0.6534442901611328, -0.45176035165786743, 0.018970709294080734, -0.12907211482524872, -0.18737132847309113, 0.32263168692588806, 0.030552156269550323, -0.2422788292169571, 0.6128766536712646, -0.0487806461751461, 0.12444302439689636, -0.5293383002281189, 0.35451874136924744, -0.35786759853363037, -0.3576830327510834, -0.32699498534202576, -0.380151629447937, 0.5130640268325806, 0.01874861679971218, 0.16345885396003723, 0.0806785300374031, 0.1532181352376938, 0.17312413454055786, 0.11730164289474487, 0.38341471552848816, 0.07814893126487732]",0.0,1.0
Officer shouts at suspect, Suspect shouts at officer,"[0.1658536195755005, -0.1727118343114853, 0.21568700671195984, -0.4737852215766907, 0.23650823533535004, 0.7032870054244995, -0.17491406202316284, -0.1308394968509674, 0.3436470627784729, 0.26719704270362854, 0.022111665457487106, -0.0061581190675497055, -0.04510800540447235, -0.5447823405265808, 0.3919000029563904, -0.03284979611635208, -0.06458205729722977, -0.15762686729431152, 0.1097734272480011, 0.03820205479860306, -0.3186033070087433, -0.3871462047100067, 0.11358138918876648, -0.02185143157839775, 0.1341640204191208, -0.17590545117855072, 0.45122694969177246, -0.3263316750526428, -0.1890079826116562, -0.2746254503726959, -0.2872461974620819, 0.30746689438819885, -0.3201030492782593, 0.026952454820275307, -0.04786965250968933, 0.04591286927461624, 0.1301303654909134, 0.2268630564212799, -0.1366797834634781, -0.5754508376121521]",0.0,1.0
Policeman shouts at protestors, Protestors shouts at policeman,"[0.07404722273349762, -0.5502219200134277, 0.0055083017796278, -0.1930629312992096, 0.05891445279121399, -0.08838494122028351, -0.12726645171642303, 0.034258656203746796, 0.07010183483362198, -0.04514806717634201, -0.016370698809623718, 0.22746813297271729, 0.007303526625037193, -0.3928241431713104, 0.4871850609779358, -0.10391000658273697, 0.19539408385753632, -0.37768661975860596, -0.07496395707130432, -0.07406580448150635, 0.19099843502044678, -0.7155430912971497, 0.49219536781311035, 0.042684245854616165, 0.09103982150554657, -0.3291221261024475, 0.03975339233875275, -0.09169624745845795, -0.3444601893424988, -0.1417699009180069, -0.0072760917246341705, 0.39616137742996216, -0.19257912039756775, 0.46876391768455505, -0.15056200325489044, 0.3504933714866638, -0.005617655813694, 0.16154959797859192, 0.11334612220525742, -0.4967785179615021]",0.0,1.0
Man shouts at dog, Dog shouts at man,"[0.02221115492284298, -0.026313701644539833, -0.25565752387046814, -0.3600047826766968, 0.49276769161224365, 0.41370901465415955, -0.2835180461406708, -0.24547302722930908, -0.12057909369468689, -0.21669551730155945, 0.060533057898283005, 0.003182346001267433, -0.48506835103034973, -0.9546872973442078, 0.3100072145462036, -0.5164796113967896, -0.18649053573608398, -0.3728070855140686, 0.2171800583600998, 0.2587725520133972, -0.7292813062667847, -0.1592467576265335, 0.37917691469192505, -0.11531315743923187, -0.1710062026977539, -0.09303659945726395, 0.37724846601486206, -0.3945496678352356, -0.33509087562561035, 0.1148672103881836, -0.16093133389949799, 0.23782332241535187, -0.05646032840013504, -0.32768628001213074, -0.4958401024341583, 0.41467952728271484, -0.031772829592227936, 0.3069624602794647, 0.06799203157424927, -0.35464611649513245]",0.0,1.0
Car follows bus, Bus follows car,"[-0.19246770441532135, -0.9672372341156006, -0.008502470329403877, -0.24535399675369263, 0.23528437316417694, 0.45944759249687195, 0.24291832745075226, -0.09519286453723907, 0.353177547454834, 0.29403144121170044, 0.17466236650943756, -0.2244802862405777, -0.4281321167945862, -0.7241851091384888, 0.5499570369720459, -0.07880192250013351, -0.4081893861293793, -0.6075963377952576, 0.06662659347057343, 0.31161537766456604, -0.35912737250328064, -0.6024670600891113, 0.15472771227359772, -0.1365816444158554, 0.08559992164373398, -0.6782870292663574, 0.1339898556470871, -0.267233282327652, -0.2612868845462799, 0.29147836565971375, 0.06927154958248138, -0.2425386905670166, 0.05439465492963791, 0.19676433503627777, 0.10457317531108856, -0.21990080177783966, -0.16673938930034637, -0.14362135529518127, 0.2259131222963333, -0.5481303930282593]",0.0,1.0
Bus follows bicycle, Bicycle follows bus,"[-0.007961047813296318, -1.0108318328857422, 0.2529737055301666, -0.3359610140323639, 0.38991838693618774, 0.8742771148681641, 0.04990445822477341, 0.21158373355865479, -0.10069107264280319, 0.7685160636901855, 0.03682682290673256, -0.2698865532875061, -0.12848491966724396, -0.4199517071247101, 0.7207380533218384, -0.007825339213013649, 0.027173716574907303, -0.5555638670921326, -0.001180443912744522, -0.2875107228755951, -0.6999840140342712, -0.27495020627975464, 0.39133012294769287, 0.17874543368816376, 0.16606205701828003, -0.1538948118686676, 0.09549073874950409, -0.2741279602050781, 0.10744558274745941, 0.07106488943099976, 0.21758054196834564, 0.2683970332145691, -0.2481420338153839, -0.04405327886343002, -0.09688965231180191, -0.1201312467455864, -0.34769099950790405, 0.06225382536649704, 0.4508419930934906, -0.38450098037719727]",,
Mother ties daughters shoes, Daughter ties motherss shoes,"[0.4249390959739685, -0.2842029929161072, 0.02359062246978283, -0.1671845018863678, 0.34724828600883484, 0.6538251638412476, -0.0571252778172493, 0.1030454933643341, 0.31176865100860596, 0.603215217590332, 0.05954970791935921, 0.02495999075472355, -0.09053170680999756, -0.7860806584358215, 0.20440874993801117, 0.037339381873607635, -0.6218572854995728, -0.15937310457229614, -0.10866841673851013, 0.04749675840139389, -0.1309739649295807, -0.3230859637260437, 0.043860409408807755, 0.022601712495088577, 0.25076285004615784, -0.14727039635181427, 0.3684459328651428, -0.27106666564941406, -0.18680869042873383, -0.2641284167766571, -0.14970460534095764, 0.3018401861190796, -0.1434287577867508, 0.09874812513589859, -0.2639455497264862, 0.060249052941799164, -0.23682719469070435, 0.15494892001152039, -0.04379860311746597, -0.39372751116752625]",0.0,1.0
Boy ties sisters shoes, Sister ties boys shoes,"[0.09793509542942047, -0.31282201409339905, -0.5390386581420898, -0.5853744745254517, 0.31404680013656616, 0.5962598323822021, -0.00628032349050045, -0.29865723848342896, 0.4299499988555908, 0.2893856465816498, -0.04762209579348564, -0.25229108333587646, 0.0001619737595319748, -0.6739794611930847, 0.32810163497924805, -0.220096156001091, -0.16618068516254425, -0.49628955125808716, -0.0727512538433075, -0.17706696689128876, -0.5513138771057129, -0.41005077958106995, 0.19412077963352203, -0.11659881472587585, 0.16414335370063782, -0.005269324406981468, 0.28236451745033264, -0.2833496630191803, -0.011130038648843765, -0.19366957247257233, -0.08882945775985718, 0.09697387367486954, -0.34218618273735046, -0.008076151832938194, -0.3380761742591858, 0.2614850401878357, -0.5429480075836182, 0.05272123962640762, 0.024074209854006767, -0.40275341272354126]",0.0,1.0
Woman ties boys shoes, Boy ties womans shoes,"[0.4107913374900818, -0.12831147015094757, 0.08655194193124771, -0.22320473194122314, 0.5700235366821289, 0.6830956935882568, 0.08549891412258148, -0.11980059742927551, 0.2528625726699829, -0.21003594994544983, 0.07248375564813614, -0.05422120541334152, 0.16723932325839996, -0.7356163263320923, 0.31018489599227905, -0.08116693794727325, -0.2413458526134491, -0.03685256093740463, 0.11889538168907166, 0.25679194927215576, 0.22368073463439941, 0.038912128657102585, -0.04431482031941414, -0.13679371774196625, 0.2825709283351898, 0.20784039795398712, 0.32453715801239014, -0.3094632625579834, -0.1790107637643814, 0.08559122681617737, -0.14215663075447083, -0.04584486037492752, -0.22870901226997375, -0.20782499015331268, 0.023269502446055412, 0.024743372574448586, -0.17278754711151123, 0.25346559286117554, -0.025761911645531654, -0.23641520738601685]",0.0,1.0
Mother braids daughter hair, Daughter braids mother hair,"[0.38263359665870667, -0.236066997051239, -0.34014344215393066, -0.05379786342382431, 0.4373394250869751, 0.5093410015106201, -0.02503439597785473, 0.11913543939590454, -0.17451132833957672, -0.1946355402469635, -0.03820217773318291, 0.18031509220600128, -0.23813198506832123, -0.6262651085853577, 0.6555104851722717, -0.48036280274391174, -0.25288334488868713, -0.018347563222050667, 0.2299266904592514, -0.01014174334704876, -0.19099575281143188, -0.3836101293563843, -0.40447330474853516, -0.1684938371181488, -0.2283780872821808, 0.007489236071705818, 0.22530797123908997, -0.6111121773719788, -0.11504167318344116, -0.2072669416666031, -0.5160490274429321, 0.2411881536245346, -0.07603856176137924, 0.2824988067150116, -0.3203250467777252, 0.2462862879037857, -0.23357415199279785, -0.03079196996986866, -0.0984189510345459, -0.11391806602478027]",0.0,1.0
Father braids daughet hair, Daughter braids fathers hair,"[0.23986349999904633, -0.19008350372314453, 0.2453172355890274, -0.09164993464946747, 0.33923429250717163, 0.4951285421848297, 0.07914329320192337, 0.2129174768924713, 0.03571067750453949, 0.12773868441581726, -0.10537726432085037, -0.013981333002448082, 0.07901559770107269, -0.4246654510498047, 0.6639821529388428, -0.021141687408089638, 0.18950293958187103, -0.5969628691673279, -0.05620083585381508, 0.22757476568222046, -0.37447860836982727, -0.0834440290927887, 0.12201102077960968, -0.22002018988132477, 0.15734776854515076, 0.132903054356575, 0.31101125478744507, -0.3532586991786957, -0.20745950937271118, -0.04277897626161575, -0.16927899420261383, 0.22489170730113983, -0.5492863059043884, 0.23183687031269073, -0.04059024900197983, 0.03620850294828415, 0.11629456281661987, -0.11840122193098068, -0.15871194005012512, -0.15836846828460693]",0.0,1.0
Teacher helps girl, Girl helps teacher,"[-0.033856719732284546, -0.17320482432842255, -0.18665078282356262, -0.23137202858924866, 0.41473588347435, 0.6339983940124512, -0.019529959186911583, -0.024061203002929688, 0.056940898299217224, -0.026081405580043793, 0.19449925422668457, 0.21351400017738342, 0.024480557069182396, -0.5467944145202637, 0.4220483899116516, -0.27637559175491333, -0.24411098659038544, -0.12045247107744217, -0.04486492648720741, 0.08121838420629501, -0.051371894776821136, -0.556388258934021, -0.05014911666512489, -0.08338318765163422, -0.01588132046163082, -0.09333599358797073, 0.40296101570129395, -0.5505838394165039, 0.025503885000944138, -0.22076325118541718, -0.3406822979450226, -0.09487742930650711, -0.4083971381187439, 0.09215974062681198, -0.47894027829170227, 0.15593315660953522, -0.027299217879772186, 0.3058333098888397, -0.3683690130710602, -0.5065187811851501]",0.0,1.0
Teacher helps student, Student helps teacher,"[0.24197323620319366, -0.41913241147994995, -0.1867382526397705, -0.3456690311431885, 0.39862769842147827, 0.905171275138855, 0.12430737167596817, -0.11840717494487762, -0.16815729439258575, 0.14485132694244385, -0.03770255669951439, 0.27684688568115234, -0.2312196046113968, -0.6372094750404358, 0.6629247069358826, -0.2814607620239258, -0.07093854248523712, -0.07320425659418106, -0.10923141241073608, 0.33422839641571045, -0.32714325189590454, -0.2042844593524933, 0.4465048313140869, -0.18759261071681976, 0.09471656382083893, -0.29804256558418274, 0.05836750566959381, -0.33075106143951416, -0.18527211248874664, 0.13862045109272003, -0.13425497710704803, 0.497015118598938, -0.58599454164505, -0.08298742026090622, 0.03937770426273346, 0.20597445964813232, -0.4176430404186249, 0.27195513248443604, 0.12455745786428452, 0.22950872778892517]",0.0,1.0
Nurse ties patient's gown, Patient ties nurse's gown,"[0.0557967871427536, -0.6179357767105103, -0.031817689538002014, -0.42980092763900757, 0.4996253252029419, 0.49974188208580017, 0.26833733916282654, 0.3725120425224304, -0.02468748763203621, -0.3278700113296509, 0.38425397872924805, 0.2906661331653595, 0.08017338067293167, -0.3776390254497528, 0.39929598569869995, -0.28888338804244995, -0.13759364187717438, -0.1508634090423584, -0.16844771802425385, -0.11167336255311966, 0.28541427850723267, -0.4375135004520416, 0.6255818605422974, 0.06489981710910797, -0.06024221330881119, -0.4337124526500702, 0.13169455528259277, -0.11598473787307739, -0.35861527919769287, -0.050160251557826996, -0.3459548056125641, 0.08384766429662704, -0.16027426719665527, 0.6046875715255737, -0.165369912981987, -0.09251329302787781, -0.3056924641132355, -0.15582804381847382, 0.17974667251110077, -0.4369174838066101]",0.0,1.0
