sentence,image_1,image_2,label_image1,label_image2
A man sits in front of a building.,"[0.43186742067337036, -0.3968113362789154, 0.09515419602394104, -0.3979909420013428, 0.43933117389678955, 0.2585414946079254, -0.021746385842561722, 0.21400059759616852, -0.4073542654514313, 0.6441683173179626, 0.12760640680789948, 0.306740939617157, 0.0622689314186573, 0.1857030838727951, 0.04914733022451401, -0.19370946288108826, 0.07101251184940338, 0.48332592844963074, -0.14918480813503265, -0.23568210005760193, 0.4511209726333618, 0.3131770193576813, -0.6467882394790649, 0.1686801165342331, -0.166142076253891, -0.22700431942939758, -0.003543661907315254, 0.22888590395450592, 0.7025954723358154, 0.4060125946998596, 0.8860560059547424, -0.16485778987407684, 0.6385523676872253, -0.14934317767620087, 0.023875543847680092, -0.03145145624876022, 0.001962115988135338, 0.3191865086555481, 0.15225264430046082, 0.2759610116481781, 0.05879845842719078, -0.20266804099082947, -0.05444058030843735, -0.14906646311283112, 0.08524715900421143, -0.22366835176944733, -0.8149570226669312, -0.1837390959262848, 0.0299106203019619, -0.15999892354011536, -0.47526803612709045, 0.3386504352092743, 0.2969091832637787, 0.2925954759120941, -0.1951300948858261, 0.4316345751285553, -0.44078072905540466, 0.038803376257419586, 0.4196830689907074, -0.5516869425773621]","[0.6640228033065796, -0.2949110269546509, -0.2674684226512909, -0.4556574821472168, 0.16328752040863037, 0.16911157965660095, -0.10824272036552429, -0.037271544337272644, -0.2809569239616394, 0.09989804774522781, 0.5444810390472412, 0.4976556897163391, 0.11532452702522278, -0.06492675095796585, 0.33728089928627014, -0.25389209389686584, 0.14000532031059265, 0.04573436453938484, 0.28027239441871643, -0.5102272629737854, 0.2282540500164032, 0.20787298679351807, -0.30474358797073364, 0.401548832654953, 0.4195553958415985, -0.2747879922389984, -0.38588613271713257, -0.3928754925727844, 0.3399951756000519, 0.0928826555609703, 0.4655105769634247, -0.30222776532173157, 0.6072236895561218, 0.24110883474349976, 0.12316273152828217, 0.010905580595135689, 0.3084944784641266, 0.5587127208709717, 0.1599726676940918, -0.05369490012526512, 0.20968718826770782, -0.1782783418893814, -0.3040757477283478, -0.7784114480018616, -0.13018737733364105, -0.1781524419784546, -0.6643670797348022, 0.036822810769081116, 0.031629692763090134, 0.042411625385284424, -0.9050090909004211, 0.014331771060824394, 0.2933688163757324, -0.14690536260604858, -0.7293393611907959, 0.3483772277832031, -0.2605896294116974, -0.004131348803639412, 0.337133526802063, -0.8624793291091919]",0,1
A boy walks in the forest.,"[0.37376224994659424, -0.27354446053504944, -0.571309506893158, -0.4322417378425598, 0.033559419214725494, 0.580603837966919, -0.12976068258285522, -0.19167378544807434, -0.2540532648563385, 0.8182558417320251, 0.334229052066803, 0.4429060220718384, 0.031633052974939346, -0.2693386971950531, 0.20400677621364594, -0.003311729058623314, 0.19642654061317444, 0.5552583336830139, 0.056871477514505386, -0.4363225996494293, 0.034542515873909, 0.23291069269180298, -0.8354747295379639, 0.46165964007377625, 0.09836023300886154, -0.5902959704399109, -0.25253695249557495, 0.05830518901348114, 0.3273179829120636, 0.4297783672809601, 0.8006211519241333, 0.28061404824256897, 0.4555237889289856, 0.2266034483909607, -0.29977014660835266, -0.07081742584705353, 0.16792796552181244, 0.4933992028236389, 0.25065451860427856, 0.05218913033604622, -0.42315080761909485, -0.4300822913646698, -0.37123993039131165, -0.5995543003082275, -0.30827298760414124, -0.47033438086509705, -0.5840884447097778, -0.07990546524524689, -0.4819636046886444, -0.07656101137399673, -0.6436982154846191, -0.14019775390625, 0.16147197782993317, 0.18254008889198303, -0.0663401186466217, 0.5395040512084961, -0.4531349539756775, 0.11382302641868591, -0.04550778865814209, -0.540189802646637]","[-0.010488169267773628, -0.09712716937065125, -0.19854554533958435, -0.4727230668067932, -0.38894909620285034, 0.3707101047039032, -0.03147386386990547, 0.12508107721805573, -0.1243097260594368, 0.7388352155685425, -0.1850341558456421, 0.36741742491722107, 0.04189153388142586, -0.06351284682750702, -0.38754910230636597, -0.01270543597638607, 0.10845298320055008, 0.12649081647396088, 0.12244309484958649, -0.5150282382965088, 0.13654671609401703, 0.07978600263595581, -0.1726900041103363, -0.11603379249572754, 0.07478856295347214, -0.4321366548538208, 0.20462028682231903, 0.0782141238451004, 0.26551052927970886, 0.1620662361383438, 0.8907216191291809, -0.08150389045476913, -0.010617543011903763, 0.08672076463699341, -0.07209549844264984, 0.47431302070617676, 0.30515456199645996, 0.26032498478889465, 0.04142620041966438, 0.12774017453193665, -0.18556691706180573, 0.13577748835086823, -0.08725147694349289, 0.21842795610427856, -0.22082261741161346, -0.5164159536361694, -0.8198220729827881, 0.015348108485341072, -0.18522751331329346, 0.1463877409696579, -0.26685214042663574, 0.3144982159137726, 0.2954287528991699, 0.7675632834434509, -0.4835011959075928, 0.5987439155578613, -0.5609810948371887, 0.05812019854784012, 0.5308225154876709, -0.310394823551178]",0,1
A boy runs in the water.,"[-0.18421690165996552, -0.1633354127407074, -0.3486994206905365, -0.6898077726364136, -0.23224452137947083, 0.2917122542858124, -0.025389153510332108, 0.294380784034729, 0.0030280854552984238, 0.29566845297813416, -0.14187274873256683, 0.43230003118515015, -0.004274305887520313, -0.20732490718364716, -0.2721542418003082, -0.046336330473423004, 0.3739626407623291, 0.10242880880832672, 0.34469711780548096, -0.4013034701347351, 0.0927446186542511, -0.023540500551462173, -0.32936182618141174, -0.21754023432731628, -0.11018716543912888, -0.25858137011528015, 0.155390664935112, 0.2640818953514099, 0.29720988869667053, -0.07504194974899292, 0.3948545455932617, -0.32204878330230713, 0.06025523692369461, -0.294113427400589, 0.06797949969768524, 0.47021177411079407, -0.162811741232872, 0.2652193307876587, 0.11571390926837921, 0.07468253374099731, -0.293499618768692, 0.27243858575820923, -0.2896626591682434, -0.011685701087117195, -0.22340455651283264, -0.3619164526462555, -0.5694794654846191, 0.1881984919309616, -0.3271217942237854, 0.19927945733070374, -0.006723132915794849, 0.054660454392433167, 0.07856757193803787, 0.8091580271720886, -0.26641136407852173, 0.824663519859314, -0.34460726380348206, -0.22692574560642242, 0.14005312323570251, -0.2353903353214264]","[0.024812443181872368, -0.1813952624797821, -0.6992222666740417, -0.5736238956451416, 0.37550562620162964, 0.5492575764656067, 0.08219477534294128, 0.21150550246238708, -0.25018489360809326, 0.46121713519096375, 0.04816620424389839, 0.7100836038589478, 0.23812821507453918, -0.4094921350479126, -0.48830971121788025, 0.03325379639863968, 0.3001936972141266, 0.06132194772362709, 0.47240737080574036, -0.21258479356765747, 0.3933051824569702, 0.4994952082633972, -0.47091028094291687, 0.3651742935180664, 0.04206404834985733, -0.8051796555519104, -0.08601215481758118, -0.02733801305294037, 0.2539740204811096, 0.42677998542785645, 0.8189823627471924, -0.37647321820259094, 0.43930789828300476, -0.05473347753286362, -0.013729585334658623, -0.15777072310447693, -0.28554028272628784, 0.6475908756256104, 0.0472356341779232, 0.2631632089614868, -0.16816413402557373, 0.09662728756666183, -0.5295954942703247, 0.20586875081062317, 0.03621446341276169, -0.20251448452472687, -0.7368149161338806, -0.3861330449581146, -0.504133939743042, 0.4032823443412781, -0.5672414302825928, 0.22874881327152252, 0.3521830439567566, 0.4635510742664337, -0.00029036402702331543, 0.41724321246147156, -0.6076789498329163, 0.04263243079185486, 0.038714855909347534, -0.3752012550830841]",0,1
The person will hold hands with her daughter.,"[0.2628282904624939, 0.031496740877628326, -0.3506786525249481, -0.21121369302272797, 0.4107837677001953, 0.34613096714019775, -0.04858558997511864, 0.26998239755630493, -0.14570452272891998, 0.30371519923210144, 0.4621833860874176, 0.3960414528846741, 0.09531089663505554, -0.25870469212532043, 0.04367661476135254, -0.29797443747520447, 0.3723355531692505, 0.44575202465057373, 0.36825624108314514, -0.4468737244606018, 0.4811653196811676, 0.33713728189468384, -0.32806041836738586, 0.39144134521484375, -0.07314280420541763, -0.36614394187927246, 0.040709272027015686, -0.2883669137954712, 0.1965014934539795, -0.028606532141566277, 0.6537725329399109, -0.2706972658634186, 0.5613517165184021, 0.2598687410354614, 0.2919081747531891, -0.26128652691841125, -0.008657047525048256, 0.05576933175325394, -0.3623175024986267, 0.050840411335229874, -0.03469780460000038, 0.10371048748493195, -0.5695645809173584, 0.119636170566082, 0.05877327546477318, -0.16867341101169586, -1.064630389213562, 0.019175997003912926, -0.13752146065235138, -0.00859680213034153, -0.1636543869972229, 0.33967074751853943, 0.3441910445690155, 0.3350202739238739, -0.34521549940109253, 0.36031362414360046, -0.46506068110466003, -0.16476105153560638, 0.4799531102180481, -0.6234158277511597]","[0.2620023787021637, -0.2990736961364746, -0.12159913778305054, -0.5036180019378662, -0.06318394839763641, 0.19721588492393494, -0.2958184480667114, 0.3691748082637787, -0.511015772819519, 0.09372992068529129, 0.07895179092884064, 0.2716047763824463, 0.05475490167737007, -0.11162133514881134, -0.24831494688987732, -0.17583072185516357, 0.17656266689300537, 0.7585889101028442, 0.07851846516132355, -0.7618177533149719, 0.49997052550315857, 0.3038087487220764, -0.30257293581962585, 0.3827521800994873, -0.4709862172603607, 0.05716501921415329, -0.016379984095692635, 0.09445790946483612, 0.2798443138599396, 0.13700324296951294, 0.7746966481208801, 0.06215570122003555, 0.6143879890441895, -0.16369055211544037, -0.014982277527451515, -0.20283597707748413, 0.05943740904331207, -0.11252022534608841, -0.37661707401275635, -0.00253957137465477, 0.03560629114508629, 0.4773275852203369, 0.1108584851026535, -0.03664384037256241, -0.19690199196338654, 0.25633150339126587, -0.8387926816940308, -0.14187093079090118, -0.1497616171836853, -0.07255006581544876, -0.041865069419145584, 0.4324771463871002, 0.44083088636398315, 0.6135324239730835, -0.6647027134895325, 0.3992100954055786, -0.5418838262557983, 0.10948988795280457, 0.4838084578514099, -0.4835512936115265]",0,1
A father holds his daughters hand.,"[-0.10786594450473785, 0.046239279210567474, -0.6229100823402405, -0.1420777589082718, -0.130391925573349, 0.47187161445617676, -0.2180776596069336, 0.3211919069290161, -0.17078395187854767, 0.4926168620586395, 0.08713878691196442, 0.7662850618362427, 0.10894042253494263, -0.3256387412548065, -0.4274763762950897, 0.3171370029449463, 0.40487805008888245, 0.3371022045612335, 0.1060597151517868, -0.5630743503570557, 0.10838831216096878, 0.1345093846321106, -0.5759172439575195, 0.29985594749450684, 0.07861408591270447, -0.4087524116039276, 0.011147735640406609, -0.19684043526649475, 0.2176739126443863, 0.07768265902996063, 0.9128211736679077, -0.03692930191755295, 0.09236827492713928, 0.04185759276151657, 0.001783924177289009, 0.05658423900604248, -0.18246500194072723, 0.17825330793857574, -0.2902364730834961, -0.07684147357940674, -0.04634522274136543, 0.2629518508911133, -0.4023209810256958, -0.10000806301832199, -0.3355465531349182, -0.24170269072055817, -0.8311018347740173, 0.19782699644565582, -0.42426058650016785, 0.09745004028081894, -0.40787193179130554, 0.14248980581760406, 0.3916928768157959, 0.34661373496055603, -0.4926415681838989, 0.48743757605552673, -0.6986352801322937, -0.3288048505783081, 0.09962250292301178, -0.4418697953224182]","[0.2628282904624939, 0.031496740877628326, -0.3506786525249481, -0.21121369302272797, 0.4107837677001953, 0.34613096714019775, -0.04858558997511864, 0.26998239755630493, -0.14570452272891998, 0.30371519923210144, 0.4621833860874176, 0.3960414528846741, 0.09531089663505554, -0.25870469212532043, 0.04367661476135254, -0.29797443747520447, 0.3723355531692505, 0.44575202465057373, 0.36825624108314514, -0.4468737244606018, 0.4811653196811676, 0.33713728189468384, -0.32806041836738586, 0.39144134521484375, -0.07314280420541763, -0.36614394187927246, 0.040709272027015686, -0.2883669137954712, 0.1965014934539795, -0.028606532141566277, 0.6537725329399109, -0.2706972658634186, 0.5613517165184021, 0.2598687410354614, 0.2919081747531891, -0.26128652691841125, -0.008657047525048256, 0.05576933175325394, -0.3623175024986267, 0.050840411335229874, -0.03469780460000038, 0.10371048748493195, -0.5695645809173584, 0.119636170566082, 0.05877327546477318, -0.16867341101169586, -1.064630389213562, 0.019175997003912926, -0.13752146065235138, -0.00859680213034153, -0.1636543869972229, 0.33967074751853943, 0.3441910445690155, 0.3350202739238739, -0.34521549940109253, 0.36031362414360046, -0.46506068110466003, -0.16476105153560638, 0.4799531102180481, -0.6234158277511597]",0,1
A woman sits in the meadow.,"[0.37332603335380554, -0.0035259518772363663, -0.4894413650035858, -0.22222360968589783, 0.028720425441861153, 0.40864747762680054, -0.22750794887542725, 0.44405803084373474, -0.3465818464756012, 0.15976297855377197, 0.5781619548797607, 0.30105429887771606, 0.03389221802353859, -0.03547404706478119, -0.15838772058486938, 0.1269811987876892, 0.06752120703458786, 0.4105643033981323, 0.6002659797668457, -0.0630929097533226, 0.048491016030311584, -0.20164832472801208, -0.2742597162723541, 0.39719974994659424, 0.20422732830047607, -0.058699220418930054, -0.3444121181964874, -0.25622114539146423, 0.3714481592178345, 0.14065021276474, 0.47963130474090576, -0.22369040548801422, 0.6560003161430359, -0.19735632836818695, 0.4589816927909851, -0.2956479489803314, -0.17591290175914764, 0.1807858943939209, -0.012010697275400162, -0.02915283665060997, -0.08413618803024292, -0.3262281119823456, -0.3218664824962616, -0.09803806990385056, 0.47073251008987427, -0.5458461046218872, -0.9459253549575806, -0.041762903332710266, -0.0794677585363388, 0.17572884261608124, -0.6970549821853638, 0.3689291775226593, 0.19331006705760956, 0.3068690598011017, -0.2672746181488037, 0.14662936329841614, -0.43211159110069275, -0.016564587131142616, 0.2859639525413513, -0.31614774465560913]","[0.3187437355518341, -0.17480486631393433, -0.5177181959152222, 0.14509256184101105, 0.3234284520149231, 0.23622719943523407, -0.30036661028862, 0.6090022325515747, -0.5662714242935181, 0.07824989408254623, 0.15747582912445068, 0.29374781250953674, 0.26997843384742737, -0.11588972806930542, -0.31467923521995544, -0.004161885008215904, 0.0008062794804573059, 0.47410762310028076, 0.629352867603302, -0.7546024918556213, 0.23728297650814056, -0.001795533113181591, -0.40510231256484985, 0.7630370855331421, -0.46718788146972656, -0.35538437962532043, -0.45398545265197754, -0.17120994627475739, 0.48390015959739685, 0.0003224071115255356, 1.026387333869934, -0.31177741289138794, 0.5673307776451111, 0.09945306926965714, 0.46118810772895813, 0.12461365759372711, 0.1095830425620079, 0.3566095530986786, -0.197149395942688, -0.07096005976200104, 0.05698154494166374, -0.4764912724494934, 0.4919132888317108, -0.21842849254608154, -0.3602712154388428, -0.3580159544944763, -1.0048373937606812, -0.17225073277950287, -0.03524339571595192, -0.1918199062347412, -0.14628291130065918, 0.3520333766937256, 0.28339511156082153, 0.5943470597267151, -0.5757300853729248, 0.36038830876350403, -0.4734969437122345, 0.3294294774532318, 0.2028082013130188, -0.3903070092201233]",0,1
A bride sitting in a chair.,"[0.1691598743200302, 0.020382972434163094, -0.4542349874973297, -0.06510980427265167, 0.34753841161727905, 0.22918646037578583, 0.05315231904387474, -0.023937882855534554, 0.16076846420764923, 0.5307466983795166, 0.40121787786483765, 0.4335472881793976, 0.7149554491043091, 0.03360811620950699, -0.2920212149620056, -0.10225162655115128, 0.17511028051376343, 0.3830247223377228, 0.5526887774467468, -0.4079766869544983, 0.4691835045814514, 0.06803488731384277, -0.4452880918979645, 0.10679969191551208, 0.1300339251756668, -0.03307010978460312, -0.03131672739982605, 0.00914790853857994, 0.8080759048461914, 0.09475822746753693, 0.7762177586555481, -0.012100590392947197, 0.5993316173553467, -0.03724845498800278, 0.04674732685089111, 0.18079441785812378, -0.24189049005508423, 0.3556136190891266, -0.3427092730998993, -0.21370702981948853, -0.15004202723503113, 0.28008076548576355, -0.44113996624946594, -0.604308545589447, -0.09003856778144836, -0.7078162431716919, -0.9243578910827637, -0.19134728610515594, -0.2215585857629776, -0.6036962866783142, -0.6635789275169373, 0.26324179768562317, 0.12840533256530762, 0.48961660265922546, -0.6166964769363403, 0.48800042271614075, -0.24750365316867828, -0.2632851004600525, 0.5375780463218689, -0.6751524209976196]","[0.5149733424186707, -0.37600868940353394, -0.22574758529663086, -0.3575100898742676, 0.11901402473449707, 0.5681569576263428, 0.059195246547460556, 0.2490532249212265, -0.21652927994728088, 0.38428762555122375, 0.14974837005138397, 0.28826260566711426, -0.05029210075736046, 0.06722410023212433, -0.08159853518009186, -0.03528531640768051, 0.43295061588287354, 0.18536126613616943, 0.09723071753978729, 0.16958118975162506, 0.4016038775444031, 0.3220062851905823, -0.08664365857839584, 0.176516592502594, 0.2813672423362732, -0.34943917393684387, 0.21963731944561005, 0.32700932025909424, 0.3778243362903595, 0.2657349109649658, 0.42721840739250183, -0.4380151927471161, 0.5956212878227234, 0.2256942093372345, -0.26252177357673645, -0.004895089194178581, 0.03787646442651749, 0.5570582151412964, 0.20264804363250732, 0.4938482940196991, 0.1418929100036621, -0.028370359912514687, -0.15649046003818512, 0.21898838877677917, 0.36354586482048035, -0.050289563834667206, -0.6869716644287109, -0.13813982903957367, -0.49386313557624817, 0.1303853988647461, -0.05137121304869652, 0.15919314324855804, 0.08357736468315125, 0.8563023805618286, -0.11209721863269806, 0.4012039303779602, -0.3724559247493744, 0.008794067427515984, 0.11092747747898102, -0.34266966581344604]",0,1
A father holds his child.,"[0.1793520748615265, 0.07963844388723373, -0.5196382999420166, -0.5073236227035522, 0.254244327545166, 0.649786651134491, -0.04665150120854378, -0.00412994809448719, -0.3869577944278717, 0.318421870470047, -0.05744398757815361, 0.5169093608856201, 0.24350011348724365, -0.13902540504932404, -0.04829595983028412, 0.015641355887055397, 0.44239795207977295, 0.2334279716014862, 0.1426614224910736, 0.19362002611160278, -0.4238568842411041, 0.1944623589515686, -0.6595059633255005, -0.5350598096847534, -0.26096636056900024, -0.18231377005577087, 0.6218982338905334, 0.19625791907310486, 1.0860369205474854, 0.11086361110210419, 0.8151293396949768, -0.19546397030353546, 0.2834441363811493, 0.13996200263500214, -0.07282904535531998, 0.05955159664154053, -0.19026575982570648, 0.7354061007499695, 0.4851680397987366, -0.027583684772253036, -0.015107188373804092, 0.5844672918319702, -0.34125152230262756, -0.14216044545173645, 0.5095313191413879, -0.14858631789684296, -1.084987998008728, -0.18801087141036987, -0.1670389324426651, 0.2942505180835724, -0.21595977246761322, 0.1824989765882492, 0.03343820571899414, 1.129591941833496, -0.2506631016731262, 0.4713191092014313, 0.030926479026675224, -0.4565155506134033, 0.6888245940208435, -0.13238126039505005]","[-0.4084761440753937, -0.25901541113853455, -0.11773920059204102, -0.32762664556503296, -0.03135327994823456, 0.19621847569942474, 0.02963828667998314, 0.2704192101955414, -0.35476869344711304, 0.46373051404953003, 0.3840625584125519, 0.1848105490207672, 0.2583105266094208, -0.09747610241174698, -0.29148414731025696, 0.04287254065275192, 0.3466704785823822, 0.5339989066123962, -0.1224304586648941, -0.32686299085617065, 0.5012333989143372, 0.20102044939994812, -0.5071630477905273, 0.008279187604784966, 0.19588151574134827, -0.12089062482118607, -0.011227823793888092, -0.13397112488746643, 0.48312094807624817, 0.30144041776657104, 0.7589850425720215, 0.0038729552179574966, 0.6403146386146545, -0.13276512920856476, 0.20116092264652252, -0.21194475889205933, -0.31765151023864746, 0.2607233226299286, 0.019760724157094955, -0.18313923478126526, -0.0021836794912815094, 0.42854225635528564, -0.43100032210350037, -0.5221014618873596, -0.1370978206396103, 0.02910795249044895, -0.5126088261604309, -0.2539316415786743, -0.17389731109142303, -0.22715729475021362, -0.5301474332809448, 0.1067597046494484, -0.1075083464384079, 0.635322630405426, -0.866142988204956, 0.8387901782989502, -0.5223377346992493, -0.14706239104270935, 0.010650144889950752, -0.7653961777687073]",0,1
A woman running along the shore.,"[0.03161339461803436, -0.18195053935050964, -0.162729412317276, -0.6694200038909912, -0.021174056455492973, 0.2003776580095291, -0.06098956614732742, 0.11543752253055573, 0.006215816363692284, 0.6043609380722046, 0.23454369604587555, 0.5421644449234009, 0.0058869896456599236, -0.0352107435464859, -0.21802958846092224, -0.09543020278215408, 0.18356987833976746, -0.034972142428159714, 0.4608995318412781, -0.3834547996520996, 0.1404310166835785, 0.12224248051643372, -0.32510656118392944, 0.019278673455119133, 0.2216389924287796, -0.13082006573677063, 0.16351944208145142, 0.12927240133285522, 0.364321231842041, -0.056135646998882294, 0.6471471190452576, -0.22949139773845673, 0.1260417252779007, -0.07003585994243622, -0.08816464245319366, 0.17520076036453247, 0.16797074675559998, 0.12545619904994965, 0.20481806993484497, 0.2805916368961334, -0.2061564177274704, 0.15750548243522644, -0.2529595196247101, -0.024536369368433952, -0.03615536913275719, -0.255353182554245, -0.6303722262382507, -0.009542359039187431, -0.14146368205547333, 0.09126154333353043, -0.2229132056236267, 0.008358454331755638, 0.1706743836402893, 0.7508107423782349, -0.05673767626285553, 0.5528123378753662, -0.3051239252090454, 0.03158143162727356, 0.14284002780914307, -0.20105037093162537]","[-0.281566321849823, -0.5095445513725281, -0.26945599913597107, -0.46657317876815796, -0.3556859493255615, 0.546476423740387, -0.10251079499721527, 0.04283656179904938, -0.22040069103240967, 0.3607962727546692, 0.09744538366794586, 0.5677223205566406, -0.06570272147655487, -0.08299730718135834, -0.5194820165634155, 0.029210934415459633, 0.4946986734867096, -0.14436344802379608, 0.006395135074853897, -0.16046003997325897, -0.03015817143023014, 0.22872376441955566, -0.39263707399368286, 0.38497158885002136, -0.429569274187088, -0.2668313682079315, 0.13839195668697357, 0.10176505148410797, 0.3192088305950165, 0.17771372199058533, 0.8054143786430359, 0.16553553938865662, 0.21487244963645935, -0.0452428013086319, -0.06349824368953705, 0.3695964515209198, 0.2969116270542145, 0.1349690705537796, 0.2805017828941345, 0.27151918411254883, -0.5583453178405762, 0.0912872850894928, -0.3013019263744354, -0.13939538598060608, 0.013513345271348953, -0.10826050490140915, -0.8372921943664551, 0.22914452850818634, -0.21100080013275146, -0.00337415374815464, -0.262101411819458, 0.040104761719703674, -0.03204778581857681, 0.6960914731025696, -0.30486375093460083, 0.8754110336303711, -0.17709624767303467, 0.18120065331459045, 0.4915541410446167, -0.4011516571044922]",0,1
A boy runs on the beach.,"[0.41497835516929626, -0.18509772419929504, -0.11614233255386353, -0.8527901768684387, -0.09255959093570709, 0.29873359203338623, -0.05526718869805336, -0.1028013676404953, 0.34814441204071045, 0.43754705786705017, 0.04295511916279793, 0.03411391004920006, -0.12052462995052338, -0.14384528994560242, -0.007560597732663155, 0.0924091711640358, 0.14661195874214172, 0.3760759234428406, 0.4774051606655121, -0.1145361140370369, 0.012448301538825035, -0.1061086356639862, -0.20168854296207428, -0.18029676377773285, 0.004802031442523003, -0.4578743278980255, 0.6206536293029785, 0.2956278324127197, 0.30087774991989136, -0.12870189547538757, 0.4186391532421112, 0.04941677302122116, 0.3692690432071686, -0.16755449771881104, 0.26486513018608093, 0.5539725422859192, 0.028348973020911217, 0.2882489264011383, 0.22871379554271698, 0.22278091311454773, -0.1430968940258026, 0.48867037892341614, 0.06300637125968933, 0.1028471514582634, 0.03463983163237572, -0.25082284212112427, -0.7924433946609497, -0.45480167865753174, -0.4365263879299164, -0.05980300158262253, -0.33312350511550903, -0.2831538915634155, -0.10836361348628998, 0.9620555639266968, -0.29272598028182983, 0.6665745377540588, -0.19237609207630157, -0.09801319241523743, 0.4507572650909424, -0.3082335293292999]","[-0.34215423464775085, 0.16450121998786926, -0.5967877507209778, -0.2871703505516052, -0.007001621648669243, 0.12126757204532623, -0.3097878396511078, 0.11770638823509216, -0.04186955839395523, 0.15375930070877075, 0.20898066461086273, 0.4469355344772339, -0.049801941961050034, -0.3337574303150177, -0.10576224327087402, 0.12262233346700668, 0.3948063552379608, 0.14275790750980377, 0.4845534861087799, -0.03062998317182064, 0.14484111964702606, 0.23965013027191162, -0.2643963396549225, 0.05498885363340378, 0.1403476595878601, -0.4089779555797577, 0.31366631388664246, 0.15158171951770782, 0.7518165707588196, 0.053544946014881134, 0.7805073857307434, -0.2700374722480774, 0.10702836513519287, 0.10490206629037857, -0.09800387918949127, 0.10443761944770813, 0.1514505296945572, 0.6922955513000488, 0.29913583397865295, 0.0929577648639679, -0.34533026814460754, 0.17604133486747742, -0.42868807911872864, -0.08827819675207138, 0.3750265836715698, -0.310898095369339, -0.848313570022583, -0.2797747552394867, -0.27028340101242065, 0.1958601027727127, -0.1495620757341385, 0.37634652853012085, -0.12330041825771332, 0.5072121620178223, 0.2241590917110443, 0.44621384143829346, -0.362262487411499, -0.26960688829421997, 0.3798288106918335, -0.5413800477981567]",0,1
A woman is sitting at the park.,"[0.6217864751815796, -0.1832018792629242, -0.3158048689365387, -0.6817225217819214, 0.22980014979839325, -0.018762007355690002, -0.34366515278816223, -0.3402309715747833, -0.32849952578544617, 0.05362316966056824, 0.5334823727607727, 0.38808658719062805, 0.2906549274921417, -0.31580501794815063, 0.34378781914711, -0.029798662289977074, 0.32493773102760315, 0.307119756937027, 0.14482749998569489, -0.5254740118980408, 0.136535182595253, 0.031233634799718857, -0.5689359307289124, 0.09013545513153076, -0.09759107977151871, -0.3382508456707001, -0.1823779195547104, -0.18941283226013184, 0.4409004747867584, 0.08574718236923218, 0.777409017086029, -0.5449752807617188, 0.5164684057235718, 0.29943591356277466, 0.528818666934967, -0.3035765588283539, 0.24558009207248688, 0.5708975195884705, -0.017152268439531326, -0.01509273424744606, 0.2338952124118805, 0.09463725239038467, -0.26681217551231384, -0.6296407580375671, 0.01969405636191368, -0.22991010546684265, -0.9465804100036621, -0.28204524517059326, -0.015998397022485733, -0.010692859068512917, -0.5532709360122681, 0.19664429128170013, 0.20107151567935944, 0.22933778166770935, -0.8859535455703735, 0.24953849613666534, -0.3537885248661041, 0.05103689432144165, 0.5982416272163391, -0.710014283657074]","[0.6640228033065796, -0.2949110269546509, -0.2674684226512909, -0.4556574821472168, 0.16328752040863037, 0.16911157965660095, -0.10824272036552429, -0.037271544337272644, -0.2809569239616394, 0.09989804774522781, 0.5444810390472412, 0.4976556897163391, 0.11532452702522278, -0.06492675095796585, 0.33728089928627014, -0.25389209389686584, 0.14000532031059265, 0.04573436453938484, 0.28027239441871643, -0.5102272629737854, 0.2282540500164032, 0.20787298679351807, -0.30474358797073364, 0.401548832654953, 0.4195553958415985, -0.2747879922389984, -0.38588613271713257, -0.3928754925727844, 0.3399951756000519, 0.0928826555609703, 0.4655105769634247, -0.30222776532173157, 0.6072236895561218, 0.24110883474349976, 0.12316273152828217, 0.010905580595135689, 0.3084944784641266, 0.5587127208709717, 0.1599726676940918, -0.05369490012526512, 0.20968718826770782, -0.1782783418893814, -0.3040757477283478, -0.7784114480018616, -0.13018737733364105, -0.1781524419784546, -0.6643670797348022, 0.036822810769081116, 0.031629692763090134, 0.042411625385284424, -0.9050090909004211, 0.014331771060824394, 0.2933688163757324, -0.14690536260604858, -0.7293393611907959, 0.3483772277832031, -0.2605896294116974, -0.004131348803639412, 0.337133526802063, -0.8624793291091919]",0,1
