sentence,image_1,image_2,label_image1,label_image2
A well-dressed man crosses the street.,"[0.17072555422782898, 0.15811976790428162, 0.292905330657959, -0.09559334814548492, 0.6213673949241638, -1.029982328414917, 0.29334142804145813, -0.09783104062080383, -0.1446794867515564, 0.29190924763679504, -0.32005774974823, 0.24014818668365479, -0.3947964906692505, -0.07197484374046326, 0.4372715353965759, 0.19848796725273132]","[0.1491544246673584, 0.21642839908599854, 0.6301021575927734, -0.07158859074115753, 0.6768814921379089, -1.1383533477783203, 0.06542477011680603, -0.6479507684707642, -0.5074522495269775, 0.07063797116279602, -0.08070706576108932, 0.3723966181278229, -0.3538142144680023, -0.2307576984167099, 0.6395437717437744, 0.11812639236450195]",0,1
A man is walking on the street.,"[0.1611929088830948, 0.13258317112922668, 0.27408355474472046, 0.003286439925432205, 0.4967384934425354, -0.6731489300727844, 0.2482997179031372, -0.2963652014732361, -0.8674463033676147, 0.731981635093689, -0.5753710865974426, 0.30401143431663513, -0.07810133695602417, 0.30064746737480164, 0.6331893801689148, 0.030616845935583115]","[-0.06769366562366486, -0.15704557299613953, 0.28881850838661194, 0.27958282828330994, 0.2616753578186035, -0.2085021287202835, 0.06181447207927704, -0.33286595344543457, -0.5999296307563782, 0.5807245969772339, -0.171624094247818, 0.2583668828010559, 0.1303381323814392, 0.5516161918640137, 0.4476231038570404, -0.06584718823432922]",0,1
The kid will run on the street.,"[0.4891245663166046, 0.29145604372024536, 0.4201332628726959, -0.23643827438354492, 0.16372090578079224, -0.47454115748405457, -0.11215926706790924, -0.4194812774658203, -0.40218493342399597, 0.3875192701816559, -0.15420590341091156, 0.19504544138908386, -0.6490529775619507, 0.08431869745254517, 0.46720090508461, 0.17963075637817383]","[0.14811661839485168, -0.27689576148986816, 0.6041415333747864, -0.0099959596991539, 0.41808778047561646, -0.6623852849006653, 0.48542141914367676, -0.2412254363298416, -0.18833544850349426, 0.14638319611549377, 0.40557774901390076, 0.05619562417268753, -0.6160916090011597, -0.02849656157195568, 0.44530245661735535, 0.4223809242248535]",0,1
A man walks down the street.,"[0.4416714906692505, -0.07567007839679718, 0.356756329536438, 0.13739633560180664, 0.3269504904747009, -0.858513593673706, 0.18562063574790955, 0.006909070536494255, -0.5003150701522827, 0.002677174285054207, -0.20223502814769745, 0.10579556971788406, -0.2559868395328522, -0.03421401232481003, 0.4450603723526001, 0.11959899961948395]","[0.4425364136695862, 0.019628312438726425, 0.6308683156967163, 0.024029601365327835, 0.23319078981876373, -0.5009692311286926, 0.26259922981262207, -0.455638587474823, -0.3392103612422943, 0.15982931852340698, -0.14097967743873596, 0.12859296798706055, -0.3360356092453003, 0.12841789424419403, 0.8477543592453003, 0.04317532852292061]",0,1
girl running on the street,"[0.3186565339565277, -0.04902267828583717, 0.3421982228755951, 0.07838815450668335, 0.6788619756698608, -0.8882976770401001, 0.3062644898891449, -0.06356191635131836, 0.1684059202671051, 0.15200209617614746, 0.22581340372562408, 0.052655383944511414, -0.4162740111351013, 0.1421966701745987, 0.43906012177467346, 0.18430808186531067]","[0.4027465283870697, -0.2861173748970032, 0.5141437649726868, -0.12717507779598236, 0.5117631554603577, -0.358742892742157, 0.16079553961753845, -0.3510652482509613, -0.2243952453136444, 0.3683858811855316, 0.15472079813480377, -0.1677677035331726, -0.7239171266555786, 0.25258225202560425, 0.27499061822891235, 0.024335447698831558]",0,1
The man ran on the street.,"[0.24162684381008148, -0.25690630078315735, 0.5181171894073486, 0.032670002430677414, 0.18111924827098846, -0.6480683088302612, 0.33704519271850586, -0.22536595165729523, -0.25495389103889465, 0.363825261592865, 0.08526177704334259, 0.07345115393400192, -0.16456735134124756, -0.010149328038096428, 0.2643831670284271, 0.16992780566215515]","[0.33342573046684265, 0.04697711393237114, 0.441410094499588, 0.34992972016334534, 0.8661597967147827, -1.548468828201294, 0.3201078772544861, 0.01772214286029339, -0.14543791115283966, 0.17968036234378815, -0.21698741614818573, -0.07383262366056442, -0.16924527287483215, 0.2855488955974579, 0.5197640657424927, 0.3844754099845886]",0,1
A young girl sits in front of a man on a bed.,"[0.21033929288387299, -0.08344732224941254, 0.7923923134803772, 0.3240859806537628, 0.7660470604896545, -0.835621178150177, 0.3169209957122803, -0.6366837620735168, 0.052958790212869644, -0.13290002942085266, 0.1794067621231079, 0.005617685616016388, -0.6563318371772766, -0.10035242140293121, 0.5547804832458496, 0.2977129817008972]","[-0.01377771608531475, -0.24685828387737274, 0.5761511921882629, 0.20173686742782593, 0.3156428337097168, -0.337576687335968, 0.24955707788467407, -0.27205464243888855, -0.08734185993671417, -0.18987464904785156, 0.4978252947330475, 0.08697981387376785, -0.4409688711166382, -0.07712502777576447, 0.22586584091186523, 0.26297175884246826]",0,1
The man takes a walk by the river.,"[0.4124448597431183, 0.14309847354888916, 0.4344472289085388, 0.14798220992088318, 0.6176890730857849, -0.48810070753097534, 0.20656947791576385, -0.21834376454353333, -0.3691788911819458, 0.37965577840805054, -0.2627032697200775, -0.20731982588768005, -0.7503613233566284, 0.00929609127342701, 0.29713401198387146, 0.37328827381134033]","[0.022166581824421883, 0.1074279248714447, 0.42525234818458557, 0.11201213300228119, 0.6513636708259583, -0.9211944937705994, 0.1560564637184143, -0.19498734176158905, -0.5229692459106445, 0.6459647417068481, 0.2105110138654709, -0.18326184153556824, -0.004420104436576366, 0.775888979434967, 0.7978402376174927, 0.3360848128795624]",0,1
A man holds a child.,"[0.11027319729328156, 0.04978465661406517, 0.7066342234611511, 0.05823398754000664, -0.11366264522075653, -0.6141148209571838, 0.165255606174469, -0.07338032126426697, -0.17123430967330933, -0.3702428638935089, -0.10386279225349426, 0.045827604830265045, -0.11657758057117462, -0.2513740360736847, 0.30753248929977417, 0.18713340163230896]","[0.3287294805049896, -0.060360681265592575, 0.7653100490570068, -0.12213313579559326, 0.6306039094924927, -0.6921804547309875, 0.2575012743473053, -0.4297583997249603, -0.28860315680503845, -0.06888538599014282, 0.19192613661289215, -0.09660052508115768, -0.16348585486412048, 0.08975757658481598, 0.18249021470546722, 0.21245227754116058]",0,1
A man runs in the snow.,"[0.31488463282585144, -0.00378996878862381, 0.5247915387153625, 0.0878831148147583, 0.6128183603286743, -0.3826872706413269, 0.23735952377319336, -0.19480980932712555, -0.31817570328712463, 0.147437185049057, -0.010962193831801414, 0.07559555023908615, -0.7554710507392883, -0.050351694226264954, 0.6712223291397095, 0.027612250298261642]","[0.2957514822483063, 0.11213557422161102, 0.35507962107658386, 0.015785153955221176, 0.5923007130622864, -0.5279860496520996, 0.049108490347862244, -0.016106436029076576, -0.5918595194816589, 0.2906545102596283, -0.051430486142635345, 0.10652893036603928, -0.801306962966919, -0.22472234070301056, 0.5531246662139893, 0.155795618891716]",0,1
The woman will walk in the meadow.,"[0.1068463921546936, 0.18284174799919128, 0.567990243434906, 0.18633945286273956, 0.5948532223701477, -0.48964691162109375, 0.06320540606975555, -0.3254604935646057, -0.05937349423766136, 0.3221007287502289, -0.1824358105659485, 0.08360526710748672, 0.08773258328437805, 0.16865891218185425, 0.6824798583984375, 0.4995065927505493]","[0.5055359601974487, 0.3200368583202362, 0.6953713893890381, -0.002422589808702469, 0.32614031434059143, -0.5937936305999756, 0.05907232314348221, -0.24277818202972412, -0.5724554061889648, 0.08096209168434143, -0.09967891871929169, 0.1714569330215454, 0.04579998180270195, -0.010557146742939949, 0.6290605068206787, -0.039484139531850815]",0,1
A man runs down the road.,"[-0.023005900904536247, 0.27066659927368164, 0.6949645280838013, -0.0875515341758728, 0.2777753174304962, -0.662345290184021, 0.17706996202468872, -0.2953350245952606, -0.7273795008659363, 0.29658812284469604, -0.00857541523873806, 0.08176299184560776, -0.21870768070220947, 0.3292042911052704, 1.117756962776184, -0.11972615122795105]","[0.05631156265735626, -0.22153855860233307, 0.34561315178871155, 0.18455550074577332, 0.26379823684692383, -0.9557831883430481, 0.5459892153739929, -0.23839622735977173, -0.15154612064361572, 0.12952646613121033, 0.1555580049753189, -0.053688593208789825, -0.608981728553772, 0.10762841999530792, 0.42063280940055847, 0.3094618320465088]",0,1
A women sits on the floor,"[0.04787711799144745, -0.054193589836359024, 0.15501661598682404, 0.31837448477745056, 0.3632604479789734, -0.7433415651321411, 0.022997619584202766, -0.5279672741889954, -0.272532194852829, 0.044194042682647705, 0.11875462532043457, 0.05171825736761093, -0.6755238771438599, 0.17195259034633636, -0.10658761858940125, 0.29197070002555847]","[0.6311607956886292, -0.1523660570383072, 0.6692461371421814, -0.22599446773529053, 0.39608874917030334, -0.9567592144012451, 0.4301515817642212, -0.18320296704769135, -0.12065741419792175, 0.04152756929397583, -0.20062367618083954, 0.005415409803390503, 0.02786989137530327, 0.11882748454809189, 0.595231294631958, 0.19904804229736328]",0,1
Pretty girl floats in the water.,"[0.6075904965400696, -0.22239461541175842, 0.5219112634658813, -0.1505628377199173, 0.2781018316745758, -0.17722362279891968, 0.1497868299484253, -0.1233302503824234, -0.1600559800863266, -0.10110481083393097, 0.006308929994702339, -0.5483985543251038, -0.3819572627544403, 0.11134791374206543, 0.41383787989616394, 0.08419206738471985]","[0.28932687640190125, -0.25348228216171265, 0.5354901552200317, -0.16735000908374786, 0.5114181041717529, -0.5424641370773315, 0.18568602204322815, -0.36732834577560425, -0.34157249331474304, 0.4301472008228302, -0.35026395320892334, -0.2291657030582428, -0.20118102431297302, 0.4683471620082855, 0.599071741104126, 0.23026807606220245]",0,1
a person float on the sea,"[0.2588280737400055, -0.10394811630249023, 0.760077953338623, -0.05259395018219948, -0.13725456595420837, -0.3820963203907013, 0.20453321933746338, -0.07258127629756927, -0.26902082562446594, 0.017335178330540657, 0.2193538099527359, -0.4674299657344818, -0.4097641706466675, -0.06366202235221863, 0.2049335241317749, 0.5592086315155029]","[-0.04169033467769623, -0.031269337981939316, 0.7796793580055237, -0.3928559422492981, 0.4044889807701111, -0.4983121156692505, 0.32544708251953125, -0.05709633231163025, -0.012097980827093124, 0.11873164772987366, -0.0021583158522844315, 0.14041540026664734, -0.44889694452285767, 0.2216951847076416, 0.13814061880111694, 0.17811444401741028]",0,1
A dog sitting on a tree.,"[0.13260112702846527, 0.2722511887550354, 1.0193461179733276, -0.3349027931690216, 0.2959466874599457, -0.6517096757888794, 0.3943922221660614, -0.14144372940063477, -0.3668016493320465, 0.09530609846115112, -0.13547243177890778, 0.1361662745475769, -0.38723158836364746, -0.4354357123374939, 0.2781793177127838, 0.2757152318954468]","[0.46994906663894653, 0.07698270678520203, 0.6169978380203247, 0.12162433564662933, 0.5950051546096802, -0.49998795986175537, 0.45076194405555725, -0.19329829514026642, -0.2279655635356903, 0.010323019698262215, 0.04847927391529083, 0.4757547676563263, -0.6515045166015625, -0.09678468853235245, 0.3644252419471741, 0.04538418725132942]",0,1
Girl is playing as a different person.,"[0.33064234256744385, -0.07760900259017944, 0.3666754364967346, 0.3620713949203491, 0.2869475185871124, -0.5110558271408081, 0.1000966876745224, -0.6601569056510925, -0.49026626348495483, 0.07582385838031769, -0.19003926217556, -0.5571815371513367, -0.2969021499156952, 0.2466541975736618, 0.18489278852939606, 0.21836121380329132]","[0.08237452805042267, 0.07962468266487122, 0.21758805215358734, 0.33044400811195374, 0.45478248596191406, -0.9841223359107971, -0.12805058062076569, -0.49212437868118286, -0.3111056089401245, 0.3332001864910126, 0.0002141464501619339, 0.021413423120975494, -0.37158089876174927, -0.14483985304832458, 0.5797317624092102, 0.3416057527065277]",0,1
Boy running on the road,"[0.2665194869041443, 0.17192323505878448, 0.5414064526557922, -0.1053655743598938, 0.2262023538351059, -0.4821290671825409, 0.1983480304479599, -0.520719587802887, -0.5800489187240601, 0.23339667916297913, 0.23098161816596985, 0.06963890045881271, 0.059729862958192825, 0.3309662640094757, 0.49922358989715576, -0.059871088713407516]","[0.18899309635162354, -0.2455173134803772, 0.39764901995658875, 0.03449343517422676, 0.27292048931121826, -0.45891574025154114, 0.319133996963501, -0.2960723340511322, -0.28707489371299744, 0.10492664575576782, 0.06150057166814804, -0.2751269042491913, -0.5112990736961365, 0.18315808475017548, 0.24415752291679382, 0.08159856498241425]",0,1
Girl is standing in the grass.,"[0.12120099365711212, -0.32408130168914795, 0.6425039172172546, -0.12907268106937408, 0.2740608751773834, -0.32347917556762695, 0.08859121799468994, -0.20456884801387787, -0.11915053427219391, 0.26850423216819763, 0.017088593915104866, -0.42409712076187134, -0.264793336391449, 0.1686645746231079, 0.5125133395195007, 0.23920738697052002]","[0.17893455922603607, 0.3117956817150116, 0.546461820602417, -0.08655348420143127, 0.36396315693855286, -0.6083327531814575, 0.5306709408760071, -0.06768831610679626, -0.5078520178794861, 0.02872888557612896, -0.012547342106699944, 0.024494759738445282, 0.0875021368265152, -0.11036698520183563, 0.2887359857559204, 0.27686113119125366]",0,1
girl stand near tree,"[0.07046155631542206, -0.38725176453590393, 0.5213108062744141, 0.13747069239616394, 0.16875576972961426, -0.5985181927680969, 0.08292652666568756, -0.34473031759262085, -0.0123450867831707, 0.022633397951722145, 0.13969090580940247, -0.31038519740104675, -0.2741757035255432, 0.40319326519966125, 0.1921144723892212, 0.2921770215034485]","[0.2809583246707916, -0.04033418372273445, 1.1319977045059204, -0.20644791424274445, 0.24270860850811005, -0.7802681922912598, 0.36989158391952515, -0.7233548164367676, -0.40645843744277954, 0.23661375045776367, -0.2686925530433655, -0.10514258593320847, -0.3655746579170227, 0.42720499634742737, 0.25772395730018616, 0.6367942094802856]",0,1
A girl standing in grass.,"[0.25956687331199646, -0.1229611188173294, 0.527928352355957, 0.07930020987987518, 0.3178653419017792, -0.3814922869205475, -0.006581975147128105, -0.21620820462703705, -0.06982389092445374, -0.0162754338234663, -0.12144933640956879, -0.08573722094297409, -0.14404255151748657, 0.04771196097135544, 0.5957866907119751, 0.48695045709609985]","[0.2531558573246002, 0.14812394976615906, 0.7514190077781677, -0.17715221643447876, 0.354607492685318, -0.464124858379364, 0.21140535175800323, 0.13386492431163788, -0.22326043248176575, -0.06976887583732605, 0.2504107356071472, 0.1380762755870819, -0.36521029472351074, -0.0826178789138794, 0.1311975121498108, 0.4513661861419678]",0,1
man stand behind the wall,"[-0.03662516176700592, 0.05110316351056099, 0.52692049741745, 0.12256273627281189, 0.39027267694473267, -0.3086411654949188, 0.1675671637058258, -0.23264913260936737, -0.6496984958648682, 0.38021430373191833, -0.2329183667898178, 0.22591733932495117, 0.0674750804901123, -0.08829803764820099, 0.5348742604255676, -0.1812286674976349]","[-0.08363558351993561, 0.13823673129081726, 0.5654512643814087, -0.0030344612896442413, 0.42465686798095703, -0.5895223617553711, 0.3543682396411896, -0.25132572650909424, -0.7124180197715759, 0.45384925603866577, 0.03773795813322067, 0.07119011133909225, -0.143867626786232, -0.2577989995479584, 0.43712329864501953, -0.2570791244506836]",0,1
girl stand near tree,"[0.07046155631542206, -0.38725176453590393, 0.5213108062744141, 0.13747069239616394, 0.16875576972961426, -0.5985181927680969, 0.08292652666568756, -0.34473031759262085, -0.0123450867831707, 0.022633397951722145, 0.13969090580940247, -0.31038519740104675, -0.2741757035255432, 0.40319326519966125, 0.1921144723892212, 0.2921770215034485]","[0.5109797716140747, -0.06339740753173828, 0.763639509677887, -0.050361376255750656, 0.24550257623195648, -0.9184151291847229, 0.43804246187210083, -0.6855630278587341, -0.12137603759765625, 0.10697758197784424, -0.14114229381084442, -0.25861579179763794, -0.28451061248779297, 0.09501715004444122, 0.4513165354728699, 0.7302823066711426]",0,1
A WOMAN STANDS IN THE SHORE,"[0.2805369198322296, -0.5234392881393433, 0.4985744059085846, -0.014366116374731064, 0.3396760821342468, -0.15183605253696442, 0.23147587478160858, -0.16746120154857635, -0.3658788800239563, 0.268081396818161, 0.20113138854503632, -0.16188693046569824, -0.6796430349349976, -0.015276385471224785, 0.23921707272529602, 0.3048509359359741]","[0.23749710619449615, -0.25524815917015076, 0.34951305389404297, -0.0024559982120990753, 0.3689556121826172, -0.4544751048088074, 0.3454661965370178, -0.4506501853466034, -0.4905438721179962, 0.1880917102098465, 0.04677886515855789, -0.03473322093486786, -0.42587560415267944, 0.19798903167247772, 0.4301831126213074, 0.07492794096469879]",0,1
A person chose to stand on the beach.,"[0.1684422641992569, -0.004103034734725952, 0.39882317185401917, 0.0168435238301754, -0.00187004916369915, -0.910790205001831, 0.24220827221870422, -0.11682310700416565, -0.47947850823402405, -0.032116204500198364, -0.12882530689239502, 0.03286539763212204, -0.5290049910545349, -0.2377249151468277, 0.5652979612350464, 0.19728879630565643]","[0.43031254410743713, -0.15108171105384827, 0.06813093274831772, 0.3248010277748108, 0.468472957611084, -0.4674866199493408, 0.2255849391222, 0.4378349781036377, -0.3119325041770935, -0.07540204375982285, -0.11154124140739441, 0.11105964332818985, -0.01063756924122572, 0.31476303935050964, 0.3338954746723175, 0.46229100227355957]",0,1
A woman is standing at the conference table shaking hands.,"[0.42074063420295715, -0.2796975374221802, 0.5178059339523315, 0.28344398736953735, 0.40703877806663513, -0.995154857635498, 0.47024333477020264, -0.6257331967353821, -0.3902548551559448, -0.39146021008491516, 0.24084873497486115, 0.08319246023893356, -0.5449563264846802, -0.15086564421653748, 0.3495437204837799, 0.5289932489395142]","[0.05553925037384033, 0.13307563960552216, 0.2494022101163864, 0.18619748950004578, 0.2039242833852768, 0.02419527992606163, -0.020477158948779106, -0.2837848365306854, -0.5096395015716553, 0.10141991078853607, -0.17444530129432678, -0.09905147552490234, -0.4743066728115082, 0.28245922923088074, 0.39047592878341675, -0.02972010336816311]",0,1
The people stood in the front.,"[0.28930404782295227, -0.20426669716835022, 0.5778431296348572, 0.07906542718410492, 0.109116330742836, -0.32146915793418884, 0.2280460000038147, -0.11885924637317657, -0.38373515009880066, -0.03165648877620697, -0.27872052788734436, 0.09513957798480988, -0.2536328136920929, 0.03846918046474457, 0.20909017324447632, 0.06045586243271828]","[0.4884391725063324, 0.0013911165297031403, 0.7575500011444092, 0.05804234370589256, -0.027332840487360954, -0.6785410046577454, 0.975683867931366, -0.4161781072616577, -0.484008252620697, -0.1180461049079895, 0.45298057794570923, -0.06830748170614243, -0.17691506445407867, -0.241182342171669, 0.021887991577386856, 0.9156246185302734]",0,1
A girl crosses the road.,"[0.00977589376270771, -0.09359453618526459, 0.4142121374607086, 0.1270332932472229, 0.3036089539527893, -0.2760604918003082, -0.19518105685710907, -0.5240679979324341, -0.510360836982727, 0.4805983006954193, -0.059084296226501465, 0.20506784319877625, -0.13321898877620697, 0.15357640385627747, 0.7141340970993042, -0.17303481698036194]","[0.08122284710407257, -0.24569247663021088, 0.6949963569641113, 0.116187185049057, 0.125145822763443, -0.5138697028160095, 0.09717506170272827, -0.27148768305778503, -0.14624415338039398, 0.4239571690559387, 0.17562247812747955, -0.3650713264942169, -0.4718349277973175, 0.1428363025188446, 0.4809081554412842, 0.2361961007118225]",0,1
A girl walks through the snow.,"[0.34644076228141785, 0.04485968127846718, 0.4580738842487335, -0.24624235928058624, 0.5106244683265686, -0.5146692991256714, 0.23132838308811188, -0.43659695982933044, -0.5252789855003357, 0.09750315546989441, 0.2851364016532898, 0.2555404305458069, -0.7348989248275757, -0.4140215516090393, 0.45904844999313354, 0.12772336602210999]","[0.23788611590862274, 0.1081346869468689, 0.4435177147388458, 0.10702794790267944, 0.36415335536003113, -0.4881259799003601, 0.17349186539649963, -0.20432324707508087, -0.6140130758285522, 0.2972508668899536, -0.14731048047542572, -0.16836509108543396, -0.33950549364089966, -0.015143580734729767, 0.5103689432144165, 0.30361294746398926]",0,1
A mother holds a girl.,"[0.32629141211509705, -0.0036457963287830353, 0.5800017714500427, 0.17872975766658783, 0.7382801175117493, -0.707968533039093, 0.5263031721115112, -0.6100786924362183, 0.14075636863708496, -0.0072812270373106, 0.0957091897726059, 0.1691586971282959, -0.46550101041793823, 0.05526621639728546, 0.3583373427391052, 0.16978977620601654]","[0.4355549216270447, -0.08680684864521027, 0.5798094272613525, -0.22229540348052979, 0.6393039226531982, -0.7144789099693298, 0.21167056262493134, -0.35015150904655457, -0.3481801152229309, 0.02608904428780079, -0.14132864773273468, 0.09442409873008728, -0.17790190875530243, 0.15120390057563782, 0.4826486110687256, 0.05366659536957741]",0,1
The girl ran peacefully along the beach.,"[0.22692923247814178, -0.3149462044239044, 0.6438425183296204, -0.13214634358882904, 0.4696832001209259, -0.40104880928993225, 0.3613046705722809, 0.14608342945575714, 0.06811130046844482, 0.650153398513794, 0.018476577475667, -0.4025402069091797, -0.6776490211486816, 0.20990073680877686, 0.40667372941970825, 0.3833646774291992]","[0.39943161606788635, -0.1697036176919937, 0.9058429002761841, 0.022495735436677933, 0.4287458062171936, -0.5629157423973083, 0.05083785951137543, -0.47309577465057373, 0.02800062671303749, 0.11234155297279358, 0.2114151567220688, -0.4945616126060486, -0.9762897491455078, -0.38551226258277893, 0.013012636452913284, 0.1661684364080429]",0,1
A girl is sitting in the meadow.,"[0.3742222785949707, -0.3452164828777313, 0.7075635194778442, 0.1552264392375946, 0.2826005220413208, -0.7838656902313232, 0.4069381058216095, -0.1971391886472702, -0.3455289900302887, -0.10826005041599274, -0.1331796795129776, -0.26612743735313416, -0.18748405575752258, 0.2928403913974762, 0.620459794998169, 0.24809163808822632]","[0.3493644893169403, -0.16746118664741516, 0.2775038182735443, 0.2335640788078308, 0.6842873692512512, -0.330105721950531, 0.25336164236068726, -0.5170274376869202, -0.4057677686214447, 0.08148106932640076, 0.09045480936765671, 0.016575969755649567, -0.5248034000396729, 0.1814165860414505, -0.05424470826983452, 0.14403682947158813]",0,1
A boy sits in front of a girl.,"[0.20033816993236542, -0.20407193899154663, 0.8706872463226318, 0.10346008837223053, 0.821645200252533, -0.7429561018943787, 0.24493029713630676, -0.6080552935600281, -0.26194849610328674, 0.14371180534362793, -0.05477733910083771, 0.038351260125637054, -0.5992063283920288, -0.019922329112887383, 0.5272352695465088, 0.3983786404132843]","[0.9108681082725525, 0.12527620792388916, 0.3733108341693878, 0.21409721672534943, 0.729034960269928, -0.9303409457206726, 0.4534974694252014, -0.18235240876674652, 0.13370761275291443, -0.40665361285209656, 0.12688010931015015, 0.21210616827011108, -0.5076543092727661, -0.12814025580883026, 0.18471881747245789, 0.30553627014160156]",0,1
A person sits on a beach.,"[0.4199883043766022, -0.020201966166496277, 0.2056710124015808, 0.2589811682701111, 0.1071191281080246, -0.3399893343448639, 0.14589065313339233, -0.22989533841609955, -0.6415197253227234, -0.013795478269457817, 0.15289442241191864, -0.4139600694179535, -0.5123943090438843, 0.36208924651145935, 0.12392714619636536, 0.1306411474943161]","[0.4251014292240143, -0.10233703255653381, 0.349405974149704, 0.6007225513458252, 0.29649215936660767, -0.577441930770874, 0.35732731223106384, -0.3080138564109802, 0.04107208177447319, 0.3020264804363251, -0.09802751988172531, 0.38033583760261536, -0.3294490575790405, -0.021224169060587883, 0.6108648180961609, 0.05441829934716225]",0,1
A person is sitting on the beach.,"[0.3109234869480133, 0.13213090598583221, 0.406400591135025, -0.14377352595329285, 0.5359037518501282, -0.7887659072875977, 0.015872837975621223, -0.04412180185317993, -0.8228095769882202, -0.12015125155448914, -0.1549709141254425, 0.08356491476297379, -0.5524690747261047, 0.1632176786661148, 0.3526010513305664, 0.07587648928165436]","[-0.0365879088640213, -0.012850042432546616, 0.5295011401176453, 0.3237585723400116, 0.08934087306261063, -0.49559733271598816, 0.15286952257156372, -0.4163476228713989, -0.4038672149181366, 0.006582232192158699, 0.27594196796417236, -0.3413942754268646, -0.8892674446105957, -0.03826233744621277, 0.11826455593109131, 0.08136342465877533]",0,1
mother walks on beach,"[0.42878440022468567, 0.026717979460954666, 0.38427481055259705, -0.096106618642807, 0.6546169519424438, -0.25573357939720154, 0.198236882686615, -0.20279355347156525, -0.4219743609428406, 0.1342208981513977, -0.2586441934108734, 0.22312191128730774, -0.432839035987854, 0.2281424105167389, 0.5996620655059814, 0.21065455675125122]","[0.6928192973136902, 0.11032959818840027, 0.8045482635498047, 0.19437748193740845, 0.22804556787014008, -0.18818585574626923, -0.05208220332860947, -0.046347782015800476, -0.5053060054779053, -0.09764765948057175, 0.006067844107747078, 0.2325650453567505, -0.19284333288669586, 0.13008277118206024, 0.8591631650924683, -0.0474960021674633]",0,1
A couple runs on the beach,"[0.20659030973911285, 0.1410907655954361, 0.4607178866863251, 0.08911280333995819, 0.22740627825260162, -0.4100731611251831, 0.1857713758945465, -0.20889568328857422, -0.5075922608375549, 0.32941463589668274, -0.10446854680776596, -0.04240236431360245, -0.780352771282196, 0.17056769132614136, 0.24269938468933105, -0.0030620135366916656]","[0.3927980363368988, 0.0008812099695205688, 0.4184211194515228, -0.16950303316116333, 0.05854825675487518, -0.7249969840049744, 0.46722185611724854, -0.15485981106758118, -0.32391440868377686, -0.06509587168693542, 0.05335068702697754, -0.09568556398153305, -0.44114819169044495, 0.1575291007757187, 0.6517915725708008, -0.08742015063762665]",0,1
A boy sits on the beach.,"[0.1800784021615982, -0.5420728921890259, 0.7804638743400574, 0.22162029147148132, 0.24983035027980804, -0.49046608805656433, 0.17340630292892456, -0.7032948732376099, -0.325971782207489, -0.033393919467926025, 0.34820258617401123, -0.31877627968788147, -0.5644913911819458, -0.03321452438831329, 0.09268629550933838, 0.6200093030929565]","[0.14549659192562103, 0.290108859539032, 0.5623029470443726, 0.05785534158349037, 0.3225739598274231, -0.7639835476875305, 0.020737314596772194, -0.5344220995903015, -0.3503955900669098, 0.5072531700134277, 0.11518681049346924, 0.002458341419696808, -0.24311061203479767, 0.11448123306035995, 0.18320220708847046, 0.11866423487663269]",0,1
The couple runs on the beach.,"[0.5856606960296631, 0.22171184420585632, 0.7501009702682495, -0.12340015172958374, 0.2415047585964203, -0.5612949132919312, 0.45708808302879333, -0.457610160112381, -0.3049986958503723, 0.00504586286842823, 0.2219543755054474, 0.21779224276542664, -0.49624180793762207, -0.1707128882408142, 0.6401588916778564, 0.15657314658164978]","[0.09143154323101044, -0.5297478437423706, 0.5692732334136963, -0.09099642932415009, 0.4229103624820709, -0.7236789464950562, 0.49320894479751587, -0.02500826306641102, -0.14269225299358368, 0.4562843143939972, 0.12240058183670044, -0.2591414749622345, -0.5043032765388489, 0.334319144487381, 0.6075908541679382, 0.2759512662887573]",0,1
A father is sitting on a beach.,"[0.534430205821991, -0.2696707248687744, 0.2610014081001282, 0.46243175864219666, 0.28019607067108154, -0.7834955453872681, 0.061192162334918976, -0.30904248356819153, -0.5049653053283691, -0.25032180547714233, 0.17803476750850677, -0.04847997426986694, -0.3107874393463135, 0.24159377813339233, 0.32175302505493164, 0.13665860891342163]","[0.230039581656456, 0.01905117556452751, 0.5031046271324158, 0.08219116926193237, 0.34714338183403015, -0.9133625626564026, 0.49472272396087646, -0.2518436312675476, -0.5372393131256104, -0.17105695605278015, -0.024271061643958092, 0.223833829164505, -0.17894884943962097, 0.09362958371639252, 0.34777364134788513, 0.19088633358478546]",0,1
The boy runs on the street.,"[-0.08932100236415863, 0.24520033597946167, 0.3856113851070404, -0.06011919304728508, 0.5873546004295349, -0.8729846477508545, 0.06934236735105515, -0.38176771998405457, -0.7096875309944153, 0.6363533735275269, -0.17779801785945892, 0.21000999212265015, 0.013929014094173908, 0.384018212556839, 0.6308923959732056, 0.000219050794839859]","[0.2665194869041443, 0.17192323505878448, 0.5414064526557922, -0.1053655743598938, 0.2262023538351059, -0.4821290671825409, 0.1983480304479599, -0.520719587802887, -0.5800489187240601, 0.23339667916297913, 0.23098161816596985, 0.06963890045881271, 0.059729862958192825, 0.3309662640094757, 0.49922358989715576, -0.059871088713407516]",0,1
